bvets vehicle performance table 0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,P1,Q12,P23,Q34,P45,Q56,P67,Q78,P89,Q910,P1011Q11,WF1,WF2,WF3,WF4,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,P1,Q12,P23,Q34,P45,Q56,P67,Q78,P89,Q910,P1011Q11,WF1,WF2,WF3,WF4,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,P1,Q12,P23,Q34,P45,Q56,P67,Q78,P89,Q910,P1011Q11,WF1,WF2,WF3,WF4
10,8961.653721,13858.66266,18832.38356,22504.38336,27229.4457,31991.68038,40431.49728,49616.29187,69333.0155,185520.7697,2352604.405,2765581.475,2765581.475,51441.90758,64095.86476,87045.64339,126916.4835,231015.7032,972328.4023,18515015.33,12411732.23,10601756.71,8337882.985,6317108.671,5692514.954,5575222.515,9156985.373,17788139.97,10135.70339,15311.08193,20371.87092,23779.87846,27969.69063,34147.68693,40586.48115,48099.69724,62594.67949,93934.47228,159894.9046,534733.4917,995847.1204,41575.80873,48512.04188,56909.10807,65643.91447,78494.41167,97955.96566,120335.4279,166932.6687,317069.2171,356249.0444,13351984.52,21176195.72,941525.7884,610028.2755,379155.9581,9456.805552,15248.03772,19569.07012,23782.41141,27078.07556,31748.18941,38616.62213,48202.7093,62026.58687,92869.03194,187071.5257,334057.5804,2915979.77,40320.24079,45781.40935,53739.50367,61769.95537,72174.12209,87637.38341,104433.7961,139790.289,177054.1819,254504.3262,3264929.067,1227404.696,722786.2806,871452.214,499748.964
11,8695.721795,13350.55937,18031.27952,21479.46908,25976.17489,30364.87279,38137.1058,46051.16987,62863.73763,143197.5217,731853.0505,2765581.475,2765581.475,49867.06628,61692.89721,82997.42147,118186.5469,205778.5567,714061.1949,18515015.33,12411732.23,10601756.71,8337882.985,6317108.671,5692514.954,5575222.515,9156985.373,17788139.97,9803.931376,14752.65927,19558.38982,22777.51994,26743.97211,32655.50475,38553.38594,45196.85466,57999.08107,83599.97719,133188.7453,344704.0699,534733.4917,40612.66189,47310.54888,55314.75395,63595.85434,75603.95412,93750.29003,114494.3051,156258.6012,284358.1186,317069.2171,13351984.52,21176195.72,754037.4766,521498.7193,341092.6502,9150.213587,14681.04078,18775.32902,22815.74003,25913.7508,30259.79752,36718.36222,45318.54832,57166.88164,82924.51371,148594.6918,240014.4096,1475811.584,39430.76846,44670.6454,52265.45903,59977.07899,69819.40493,84308.44459,100059.7649,131968.9715,166179.0436,232138.0441,1769484.039,899042.2802,592600.1462,694887.2555,432684.6699
12,8438.947154,12866.30142,17276.53679,20518.48691,24800.06439,28852.16754,36025.71284,42866.42691,57311.15894,115032.0965,375701.0479,2352604.405,2765581.475,48357.3619,59419.19248,79226.44431,110383.1502,184755.6898,550722.8229,14133356.85,12411732.23,10601756.71,8337882.985,6317108.671,5692514.954,5575222.515,9156985.373,17788139.97,9481.813394,14216.26893,18784.20231,21827.33333,25586.46633,31241.61006,36651.37547,42540.55129,53900.50914,75012.78429,113247.6808,246077.0023,344704.0699,39674.32457,46141.87278,53774.5964,61629.61524,72861.32168,89800.73183,109062.2225,146602.0858,256727.5847,284358.1186,13351984.52,9150792.905,620280.0538,451989.0913,308847.8941,8852.441967,14136.11172,18020.77399,21894.55951,24810.21371,28859.23068,34937.17521,42672.42477,52871.14551,74608.79619,121998.0856,183709.3259,608633.5005,38560.52495,43589.50518,50839.25149,58247.66521,67563.89584,81152.15447,95941.08519,124799.4459,156289.8826,212769.6264,1134342.116,693404.1716,496855.9449,570432.3505,379265.9155
13,8190.870937,12404.27949,16564.33441,19615.79393,23694.4409,27442.39265,34077.13882,40006.55727,52500.91634,95163.66279,237194.0708,731853.0505,2352604.405,46909.06967,57265.17901,75706.85575,103374.3251,167030.177,440340.1324,4258011.754,12411732.23,10601756.71,8337882.985,6317108.671,5692514.954,5575222.515,9156985.373,17788139.97,9168.940303,13700.65506,18046.585,20925.44136,24491.77931,29900.22208,34868.62048,40101.67099,50225.16659,67778.66148,97873.28176,187377.0122,246077.0023,38759.904,45004.77448,52286.08277,59740.67541,70256.06446,86085.91251,104000.2026,137832.7298,233146.9568,256727.5847,13351984.52,3577357.567,521194.5525,396317.3625,281265.2374,8563.119293,13612.00562,17302.61585,21015.80111,23762.93159,27539.12914,33262.88429,40236.89399,49049.32311,67563.89584,102662.0788,146818.9525,350965.14,37708.93101,42536.88237,49458.71115,56578.58748,65401.79176,78156.1371,92057.27796,118207.7642,147266.1961,195866.4801,802133.1157,555241.6593,424146.3096,479029.453,335936.8502
14,7951.064128,11963.02389,15891.25329,18766.38003,22653.3615,26125.75395,32273.9887,37426.09177,48299.15096,80514.59142,167470.1574,375701.0479,731853.0505,45518.73311,55222.17427,72415.80132,97051.19441,151924.6681,361926.2658,2082698.441,12411732.23,10601756.71,8337882.985,6317108.671,5692514.954,5575222.515,9156985.373,17788139.97,8864.925493,13204.65423,17343.05679,20068.33534,23455.06081,28626.10159,33194.63942,37855.4096,46912.85614,61611.24646,85708.01948,149119.1419,187377.0122,37868.54824,43898.074,50846.81228,57924.82808,67778.66148,82586.68457,99273.88864,129840.7215,212837.4024,233146.9568,13351984.52,1947105.611,445534.7184,350966.2838,257464.6873,8281.894556,13107.56839,16618.32102,20176.66176,22767.80419,26292.91879,31686.4342,37988.49054,45629.20619,61527.57006,88049.00537,121050.4639,236464.0127,36875.42952,41511.7232,48121.79299,54966.91412,63327.71804,75309.13188,88389.92059,112130.3934,139005.6594,181011.0796,604717.6719,457417.359,367462.6713,409667.8449,300240.262
15,7719.125185,11541.18996,15254.22535,17965.7828,21671.51806,24893.63258,30601.19646,35087.46536,44601.58647,69333.0155,126736.5282,237194.0708,375701.0479,44183.14096,53282.28631,69333.0155,91323.24545,138929.5409,304010.4528,1256206.349,12411732.23,10601756.71,8337882.985,6317108.671,5692514.954,5575222.515,9156985.373,17788139.97,8569.403375,12727.18713,16671.35286,19252.83293,22471.93848,27414.49008,31620.11503,35780.51752,43914.03363,56298.02892,75873.43215,122520.4888,149119.1419,36999.44387,42820.64706,49454.52511,56178.15515,65420.422,79285.85489,94852.89582,122533.0182,195201.0819,212837.4024,13351984.52,1246385.074,386304.3057,313478.1444,236766.6447,8008.435772,12621.72875,15965.58317,19374.57621,21821.11391,25114.7104,30199.74326,35907.04254,42552.2796,56303.73623,76661.31311,102170.0089,174093.307,36059.48449,40513.02336,46826.56818,53409.89376,61336.6906,72600.87356,84922.40126,106512.484,131420.9021,167872.1357,476810.0436,385284.63,322297.8168,355609.6441,270432.0096
16,7494.677894,11137.54512,14650.4902,17210.0157,20744.15606,23738.41681,29045.65492,32959.39971,41325.91896,60557.09555,100513.0808,167470.1574,237194.0708,42899.30632,51438.32795,66440.47411,86114.69964,127655.0811,259877.6517,851723.5348,12411732.23,10601756.71,8337882.985,6317108.671,5692514.954,5575222.515,9156985.373,17788139.97,8282.027978,12267.25125,16029.40181,18476.04156,21538.46113,26261.05678,30136.73982,33858.69463,41187.58697,51678.31389,67778.66148,103113.724,122520.4888,36151.81392,41771.42191,48107.09248,54497.0035,63173.39914,76167.94746,90710.26758,115830.3381,179772.5968,195201.0819,13351984.52,878281.3134,338958.6863,282092.0536,218639.2498,7742.428716,12153.491,15342.29849,18607.19264,20919.48274,23999.21384,28795.57793,33975.12152,39770.66456,51743.11619,67563.89584,87815.59355,135651.0743,35260.58009,39539.82529,45571.21617,51904.94202,59424.08187,70021.98719,81639.70708,101306.4682,124436.9365,156183.8924,388595.3891,330347.5647,285641.2365,312534.8897,245245.0159
17,7277.36942,10750.95759,14077.55788,16495.50712,19867.00537,22653.3615,27595.9131,31015.66244,38406.41341,53510.01151,82437.99447,126736.5282,167470.1574,41664.4479,49683.74169,63722.10029,81361.69767,117798.9076,225376.1801,622107.173,12411732.23,10601756.71,8337882.985,6317108.671,5692514.954,5575222.515,9156985.373,17788139.97,8002.47167,11823.91414,15415.30572,17735.32653,20651.04996,25161.85253,28737.08519,32074.10341,38699.14233,47628.55282,61013.18472,88415.23641,103113.724,35324.91591,40749.37641,46802.50757,52877.96349,61030.31373,73218.99934,86822.01689,109664.7655,166185.0373,179772.5968,6075130.943,659334.164,300437.3948,255518.5749,202661.2375,7483.575758,11701.92849,14746.54414,17872.3512,20059.83483,22941.66474,27467.44599,32177.59788,37244.83786,47730.23619,60145.55053,76576.6159,109908.421,34478.21975,38591.21547,44354.01737,50449.62932,57585.59024,67563.89584,78528.2407,96470.91646,117989.0897,145731.0271,324813.1232,287388.9685,255416.8429,277564.8763,223739.896
18,7066.868531,10380.38638,13533.177,15819.04846,19036.22114,21632.47021,26241.92724,29234.10556,35790.00135,47742.18647,69333.0155,100513.0808,126736.5282,40475.97304,48012.53385,61163.51473,77010.09602,109123.3163,197822.306,478346.5604,12411732.23,10601756.71,8337882.985,6317108.671,5692514.954,5575222.515,9156985.373,17788139.97,7730.42396,11396.30755,14827.32251,17028.28325,19806.45622,24113.26934,27414.49008,30412.9743,36419.75836,44052.34153,55283.78303,76946.5889,88415.23641,34518.03995,39753.53524,45538.87708,51317.84954,58984.48728,70426.38455,83166.73816,103977.8318,154145.8076,166185.0373,2380919.257,517594.4674,268615.548,232795.2473,188495.2841,7231.594791,11266.17782,14176.55937,17168.06499,19239.36379,21937.7616,26209.50539,30501.27907,34941.90823,44174.49121,53991.41985,67563.89584,91614.46995,33711.92525,37666.32207,43173.34639,49041.66973,55817.21253,65218.73942,75575.66127,91969.5999,112021.3305,136337.4799,276960.2615,253053.3837,230153.3011,248717.972,205207.6219
19,6862.863985,10024.87246,13015.3071,15177.74978,18248.3329,20670.39581,24974.85484,27595.9131,33433.41897,42944.52567,59454.45411,82437.99447,100513.0808,39331.46239,46419.21669,58751.82277,73013.72727,101439.2265,175415.7745,381852.8171,12411732.23,10601756.71,8337882.985,6317108.671,5692514.954,5575222.515,9156985.373,17788139.97,7465.590411,10983.62198,14263.85049,16352.71298,19001.72448,23112.00493,26162.96595,28863.28378,34324.90944,40873.45292,50375.97568,67778.66148,76946.5889,33730.50711,38782.96733,44314.41355,49813.68246,57029.78265,67778.66148,79725.27737,98718.96641,143419.1301,154145.8076,1308208.278,420016.22,241978.6843,213191.3861,175868.5821,6986.218233,10845.43357,13630.7289,16492.50331,18455.5042,20983.61154,25016.48602,28934.61339,32834.29841,41003.87517,48810.85051,60191.77623,78020.93128,32961.23596,36764.31256,42027.66585,47678.91078,54115.21915,62979.30302,72770.74592,87770.71646,106484.9056,127858.0828,239976.9398,225098.4668,208782.9489,224591.7157,189104.4457
20,6665.063052,9683.530948,12522.09483,14569.00166,17500.20086,19762.3563,23786.88344,26085.00718,31301.07851,38898.22524,51774.79815,69333.0155,82437.99447,38228.65601,44898.75736,56475.43219,69333.0155,94594.61351,156910.5971,313627.024,6340617.15,10601756.71,8337882.985,6317108.671,5692514.954,5575222.515,9156985.373,17788139.97,7207.691617,10585.10188,13723.41459,15706.60148,18234.16075,22155.03161,24977.11544,27414.49008,32393.6865,38030.88998,46129.59001,60301.22941,67778.66148,32961.66768,37836.78347,43127.42825,48362.67341,55160.55156,65265.44048,76480.45069,93844.23698,133813.1948,143419.1301,846325.3625,349629.4079,219422.5974,196143.8158,164558.484,6747.192118,10438.94357,13107.56839,15843.97678,17705.90658,20075.68355,23883.62237,27467.44599,30898.72666,38160.49953,44394.6371,54060.21611,67563.89584,32225.70802,35884.39165,40915.52061,46359.32408,52476.13166,60838.95351,70103.2689,83846.24944,101337.2222,120172.2101,210689.7644,201976.6105,190514.8977,204169.4851,175007.3898
21,6473.190171,9355.5441,12051.8532,13990.44243,16788.97796,18904.06326,22671.08739,24687.57522,29363.46483,35444.468,45653.43442,59454.45411,69333.0155,37165.4408,43446.53284,54323.89672,65933.86597,88466.04459,141420.9922,263401.6933,2327348.073,10601756.71,8337882.985,6317108.671,5692514.954,5575222.515,9156985.373,17788139.97,6956.462267,10200.04126,13204.65423,15088.1003,17501.30449,21239.56877,23852.06227,26057.31497,30608.16355,35475.31215,42422.81199,54098.58499,60301.22941,32210.89975,36914.13403,41976.32459,46962.20932,53371.58794,62877.26852,73416.80348,89315.32004,125170.5918,133813.1948,602575.1933,296961.7796,200126.0169,181212.5388,154381.7527,6514.275238,10046.00456,12605.71146,15220.9241,16988.41535,19210.76786,22806.59543,26090.8166,29115.41162,35597.33637,40588.65513,48887.45321,59294.00985,31504.9136,35025.79921,39835.53251,45080.99673,50896.70244,58791.58343,67563.89584,80171.43244,96540.92771,113178.9107,187021.1076,182589.8731,174752.5384,186698.7877,162583.1787
22,6286.985718,9040.155168,11603.04353,13439.92977,16112.07714,18091.66074,21621.30767,23391.69074,27595.9131,32465.44485,40672.30655,51774.79815,59454.45411,36139.83902,42058.29001,52287.78121,62786.76839,82952.39932,128302.4747,225217.3705,1236700.347,10601756.71,8337882.985,6317108.671,5692514.954,5575222.515,9156985.373,17788139.97,6711.650275,9827.77973,12706.31256,14495.51025,16800.90419,20363.05859,22783.39088,24783.56266,28952.89141,33166.41316,39161.49437,48878.66958,54098.58499,31477.60772,36014.20683,40859.59214,45609.83957,51658.08649,60605.52837,70520.40332,85098.65402,117361.0997,125170.5918,456773.3558,256372.2587,183467.2785,168049.5589,145186.4177,6287.238361,9665.958358,12123.89834,14621.90026,16301.04951,18385.94067,21781.48229,24796.79125,27467.44599,33275.81532,37277.03638,44469.76775,52604.53302,30798.44024,34187.80848,38786.39542,43842.1234,49373.89635,56831.56105,65144.09087,76724.30137,92063.14552,106793.1373,167561.1619,166140.5718,161038.4968,171612.2991,151566.1527
23,6106.204876,8736.662848,11174.25968,12915.5162,15467.1427,17321.67297,20632.05042,22187.00696,25977.66699,29872.08692,36548.10447,45653.43442,51774.79815,35149.99792,40730.11024,50358.54508,59866.06801,77970.15118,117076.5146,195413.8578,782559.6087,10601756.71,8337882.985,6317108.671,5692514.954,5575222.515,9156985.373,17788139.97,6473.015973,9467.698918,12227.22684,13927.26678,16130.8959,19523.14453,21767.09409,23585.96851,27414.49008,31070.96958,36271.8197,44430.82205,48878.66958,30761.22096,35136.22516,39775.80101,44303.2639,50015.60567,58442.35036,67778.66148,81164.73873,110276.1865,117361.0997,361815.8269,224322.5465,168968.3938,156376.5707,136845.5368,6065.8635,9298.18832,11660.96575,14045.56606,15641.98547,17598.53336,20804.71241,23578.32116,25940.29878,31164.02583,34371.10996,40656.49686,47091.06365,30105.89015,33369.72421,37766.87074,42640.99902,47904.87398,54953.68596,62836.03502,73485.31727,87874.83981,100942.7978,151323.8497,152037.0139,149017.0468,158475.2649,141742.306
24,5930.616609,8444.416344,10764.21425,12415.42762,14852.0254,16590.9593,19698.40101,21064.50761,24491.14562,27595.9131,33082.64766,40672.30655,45653.43442,34194.18022,39458.37792,48528.44124,57149.3693,73449.78011,107381.3896,171637.4613,548049.5592,10601756.71,8337882.985,6317108.671,5692514.954,5575222.515,9156985.373,17788139.97,6240.331361,9119.219196,11766.31987,13381.92708,15489.38435,18717.65224,20799.52772,22458.07232,25981.31823,29161.36951,33695.15968,40599.59726,44430.82205,30061.19257,34279.44596,38723.59665,43040.32131,48440.03471,56380.53493,65180.17852,77487.553,103824.7736,110276.1865,296044.4876,198496.9621,156256.6613,145968.7396,129252.3696,5849.943239,8942.116124,11215.83787,13490.67867,15009.5419,16846.10552,19873.02945,22429.12428,24521.41669,29235.35541,31801.94168,37333.99612,42474.48808,29426.87958,32570.88107,36775.78315,41476.01213,46486.9765,53153.14952,60632.55419,70437.04763,83950.2831,95566.42989,137601.3146,139832.2084,138407.9095,146949.6344,132937.5761
25,5760.002702,8162.810946,10371.72638,11938.0447,14264.76069,15896.67539,18815.95092,20016.30289,23121.36769,25583.47855,30133.50813,36548.10447,40672.30655,33270.75549,38239.75235,46790.42817,54617.04529,69333.0155,98939.29083,152315.8988,409999.92,10601756.71,8337882.985,6317108.671,5692514.954,5575222.515,9156985.373,17788139.97,6013.379409,8781.796734,11322.59238,12858.15856,14874.62624,17944.57257,19877.37103,21394.11144,24643.20343,27414.49008,31384.40535,37267.99425,40599.59726,29376.99818,33443.15798,37701.69515,41818.97994,46927.56408,54413.48438,62714.61044,74044.06813,97929.93915,103824.7736,248314.9892,177325.2785,145037.7869,136642.7393,122316.6076,5639.280098,8597.198879,10787.51838,12956.08319,14402.16627,16126.42143,18983.45791,21343.585,23199.90241,27467.44599,29515.1838,34415.04289,38556.40376,28761.03824,31790.64208,35812.01675,40345.63868,45117.71185,51425.49941,58527.05554,67563.89584,80266.60874,90611.35143,125873.8471,129182.9608,128987.6479,136769.0883,125009.1345
