bvets vehicle performance table 0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,DC,,,,,,,,,,,,,,,,,,,,,,,,,,,,AC50Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,AC60Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,P1,Q12,P23,Q34,P45,Q56,P67,Q78,P89,Q910,P1011Q11,WF1,WF2,WF3,WF4,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,P1,Q12,P23,Q34,P45,Q56,P67,Q78,P89,Q910,P1011Q11,WF1,WF2,WF3,WF4,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,P1,Q12,P23,Q34,P45,Q56,P67,Q78,P89,Q910,P1011Q11,WF1,WF2,WF3,WF4
10,8307.375147,13578.09972,18597.00037,21888.70927,25986.28408,31320.00098,37677.71089,47252.44354,65629.98443,120829.5238,557912.6357,1392726.704,1348068.099,44365.18184,54529.00859,72073.48898,100361.9204,181798.1422,887140.9143,10999148.45,7232814.105,5818685.378,4616008.683,4394451.641,5172038.45,8488247.943,18324175.62,13994651.36,8315.711954,13583.88986,17997.03048,20754.33173,25453.59792,29882.29126,36378.37433,45284.27828,59594.78691,98615.69689,141237.5705,567224.0498,2922137.059,36619.61602,42556.01244,49609.60913,57367.80569,68279.90918,87102.29632,114151.4338,170202.438,244737.8689,454492.7471,13993837.36,21693785.25,1520530.669,673358.5419,742212.572,6971.61881,13174.14523,17160.34575,20958.05657,23821.3295,28807.06246,34673.31572,42186.59375,55866.03339,84984.80428,175196.4775,673308.4331,1703229.071,34411.53886,40059.45798,46806.41534,53129.57656,64367.89544,75298.41388,94043.45947,121815.9941,182801.6096,275116.7678,6332551.554,5186781.315,1139061.728,1016239.042,468984.0949
11,8049.780575,13117.10058,17912.98927,21059.93805,24945.95766,30015.76644,35923.18884,44704.50253,60595.24192,105570.9234,354855.5064,680999.2733,1348068.099,43272.828,53000.2832,69400.00608,95185.73378,166626.7261,656467.9383,10999148.45,7232814.105,5818685.378,4616008.683,4394451.641,5172038.45,8488247.943,18324175.62,13994651.36,8089.249821,13153.71149,17392.08162,19989.75052,24498.591,28714.46175,34823.42989,43084.81589,55899.376,88307.50797,123325.9274,369971.594,1043590.804,35888.76512,41659.67582,48458.51925,55899.376,66297.0493,83895.99669,108858.0197,159172.8186,225540.3189,394275.7594,13993837.36,21693785.25,1142730.131,578395.4321,633949.8213,6723.071491,12775.51467,16571.893,20199.24984,22903.2204,27650.98029,33201.48298,40048.90796,52478.10822,77427.09315,145786.7417,412222.9651,740300.0777,33741.76319,39280.2833,45797.38393,51825.31112,62535.79211,72974.61195,90453.61147,116223.7885,171097.5339,249153.3242,2754096.981,2629661.532,893698.9126,826512.4627,417448.5236
12,7799.241391,12663.69633,17248.39691,20258.08718,23946.22132,28765.44207,34260.09157,42327.24637,56119.53529,93266.18375,252646.5734,422526.0046,1348068.099,42215.80158,51529.91489,66875.88308,90435.78776,153501.2196,512033.7173,10999148.45,7232814.105,5818685.378,4616008.683,4394451.641,5172038.45,8488247.943,18324175.62,13994651.36,7867.202946,12738.1073,16810.01254,19259.36357,23587.17709,27603.32653,33354.85613,41031.83327,52540.38961,79680.25277,108934.175,266859.0594,567224.0498,35174.03357,40784.32965,47339.70083,54479.11711,64392.36087,80862.47085,103939.1122,149264.605,208686.2451,346295.5181,13993837.36,21693785.25,895871.0548,503272.0449,548887.7274,6488.338435,12387.67323,16006.03838,19471.95327,22028.69647,26552.877,31809.88789,38062.4892,49389.66669,70911.15412,123995.9876,287054.4093,436909.6042,33086.0771,38516.59459,44812.62649,50561.16407,60773.16237,70749.16568,87065.76302,111018.5855,160559.126,227045.8518,1589174.328,1620772.972,723142.9874,687552.9026,374498.8744
13,7555.472701,12217.70639,16602.42329,19481.89089,22984.78884,27565.82981,32681.61285,40104.46485,52116.52043,83152.73562,192584.561,296051.9524,1348068.099,41192.45221,50114.70608,64489.25519,86062.93821,142047.6193,414665.1002,10999148.45,7232814.105,5818685.378,4616008.683,4394451.641,5172038.45,8488247.943,18324175.62,13994651.36,7649.44458,12336.35516,16249.56423,18560.95425,22716.48456,26544.93057,31965.80088,39111.50574,49475.00085,72364.137,97147.55582,205023.5103,369971.594,34474.91144,39929.27345,46251.86659,53104.78701,62561.48982,77988.66001,99357.93895,140322.4727,193792.0255,307339.2493,13993837.36,21693785.25,725029.0068,442725.7726,480741.7732,6266.300289,12010.19342,15461.51751,18774.26866,21194.76555,25508.56708,30492.2666,36212.13319,46563.55314,65240.60775,107277.8366,215783.1211,298335.4058,32444.0539,37767.95335,43851.31223,49335.37728,59076.27209,68616.20339,83863.98518,106163.2456,151028.314,208032.8043,1058642.526,1115875.413,599433.1572,582515.7636,338287.0707
14,7318.204695,11778.95575,15974.31112,18730.16039,22059.54014,26413.97542,31181.59487,38021.90452,48516.51404,74705.80811,153608.2021,223107.3815,1348068.099,40201.22911,48751.68454,62229.45963,82025.17555,131975.8994,345356.792,10999148.45,7232814.105,5818685.378,4616008.683,4394451.641,5172038.45,8488247.943,18324175.62,13994651.36,7435.852748,11947.77955,15709.56755,17892.4917,21883.88564,25535.67335,30650.10715,37311.66672,46667.23362,66088.6283,87337.22872,164425.3417,266859.0594,33790.90959,39093.83672,45193.79503,51774.27707,60800.39106,75262.75507,95082.26116,132217.7278,180550.9492,275197.7136,13993837.36,7307116.04,601464.2803,393142.3533,425232.5807,6055.955336,11642.66984,14937.15786,18104.44576,20398.70053,24514.25358,29242.98167,34484.57924,43968.41885,60264.72304,94089.11322,170560.2036,221613.3043,31815.28361,37033.937,42912.64683,48146.29139,57441.64338,66570.29938,80833.93802,101625.1039,142373.5626,191535.3526,768884.0143,824809.2845,506613.4436,501039.2121,307441.2014
15,7087.181669,11347.27472,15363.34306,18001.77819,21168.50665,25307.14598,29754.4537,36066.98563,45262.70137,67553.39253,126510.6227,176407.9042,1348068.099,39240.67385,47438.08406,60086.88918,78286.39287,123058.0413,293922.7395,10999148.45,7232814.105,5818685.378,4616008.683,4394451.641,5172038.45,8488247.943,18324175.62,13994651.36,7226.310023,11571.74787,15188.93541,17252.11192,21086.97122,24572.27042,29402.22813,35621.56941,44086.66228,60651.63039,79058.0411,136004.1515,205023.5103,33121.55861,38277.37743,44164.3264,50485.60249,59105.3021,72674.0534,91083.709,124842.9419,168715.2433,248308.6511,13993837.36,3180103.077,508918.1935,351970.7974,379362.1523,5856.404458,11284.71779,14431.87061,17460.86829,19638.01089,23566.48448,28056.94654,32868.21251,41577.64324,55866.03339,83445.2705,139650.2404,173808.4014,31199.37211,36314.13821,41995.87049,46992.33908,55866.03339,64606.43321,77962.68087,97375.329,134484.636,177106.674,591416.7449,640449.0207,435024.4163,436458.0059,280924.8813
16,6862.161115,10922.49877,14768.83916,17295.69288,20309.85814,24242.80979,28395.11481,34228.56633,42308.32664,61424.98851,106694.5587,144276.6829,1348068.099,38309.41359,46171.32719,58052.86641,74815.39818,115112.5447,254475.6512,3103634.089,7232814.105,5818685.378,4616008.683,4394451.641,5172038.45,8488247.943,18324175.62,13994651.36,7020.703318,11207.66713,14686.65575,16638.1011,20323.52884,23651.71982,28217.15431,34031.68807,41707.39386,55899.376,71986.84695,115134.2368,164425.3417,32466.40791,37479.28053,43162.3589,49236.89351,57472.71921,70212.83453,87337.22872,118107.8151,158082.8452,225540.3189,9534206.945,1821714.999,437612.7045,317367.4961,340978.0444,5666.838332,10935.97198,13944.64337,16842.04141,18910.41775,22662.11472,26929.56049,31352.81899,39368.4848,51951.74261,74691.23924,117347.8651,141544.2784,30595.94046,35608.16424,41100.25609,45872.03888,54346.4151,62719.95321,75238.50883,93388.38729,127268.5367,164397.0277,473794.6651,515552.3672,378532.193,384322.4412,257942.9159
17,6642.912885,10504.46834,14190.15446,16610.91441,19481.89089,23218.61841,27098.95692,32496.74534,39614.5831,56119.53529,91632.89734,120973.718,1348068.099,37406.15499,44949.00959,56119.53529,71585.11663,107993.3108,223405.0402,1534303.348,7232814.105,5818685.378,4616008.683,4394451.641,5172038.45,8488247.943,18324175.62,13994651.36,6818.92369,10854.98089,14201.78522,16048.88087,19591.5232,22771.27265,27090.35066,32533.55141,39507.26431,51712.95632,65883.89614,99233.5739,136004.1515,31825.02475,36698.95656,42186.84516,48026.38731,55899.376,67870.25209,83820.6208,111935.9566,148487.5332,206055.4133,3180085.628,1202663.049,381370.1079,287972.2442,308501.4926,5486.526508,10596.08533,13474.53363,16246.58068,18213.83206,21798.27319,25856.65262,29929.38256,37321.40717,48447.64223,67375.67989,100580.7587,118479.2921,30004.62412,34915.63628,40225.10754,44783.98952,52879.96003,60906.54389,72650.81133,89641.59327,120646.3269,153129.2196,391205.9652,426561.3638,333084.7674,341567.1543,237876.6045
18,6429.21841,10093.02865,13626.67683,15946.50967,18683.01709,22232.39061,25861.76312,30862.69589,37149.00874,51484.68889,79831.50782,103382.0269,1241884.227,36529.67862,43768.88594,54279.76748,68571.9416,101581.535,198388.2604,948858.1114,7232814.105,5818685.378,4616008.683,4394451.641,5172038.45,8488247.943,18324175.62,13994651.36,6620.866153,10513.16649,13733.4435,15482.99531,18889.0789,21928.40724,26017.7024,31119.60231,37467.19834,47999.08082,60567.88428,86758.81184,115134.2368,31196.9934,35935.84038,41236.789,46852.42066,54382.22399,65638.23944,80514.15208,106262.355,139791.4733,189222.8924,1649811.03,865548.5736,336125.6193,262763.0388,280752.5269,5314.808031,10264.72781,13020.66285,15673.20205,17546.33537,20972.33375,24834.43331,28589.91614,35419.53974,45293.72912,61178.30961,87562.18602,101260.3347,29425.07234,34236.18885,39369.75811,43726.8646,51464.02245,59162.19666,70189.94939,86114.73072,114550.6181,143081.0553,330607.9935,360616.0405,295915.0589,306022.8864,220238.4802
19,6220.86999,9688.029489,13077.82486,15301.59853,17911.75523,21282.0979,24679.67805,29318.52549,34884.25271,47403.04908,70355.01202,89676.85931,431455.141,35678.83378,42628.85717,52527.08104,65755.20368,95779.70682,177871.0802,661341.4119,7232814.105,5818685.378,4616008.683,4394451.641,5172038.45,8488247.943,18324175.62,13994651.36,6426.429496,10181.73259,13280.80814,14939.09937,18214.4652,21120.80636,24995.46791,29783.07916,35570.69559,44683.60442,55899.376,76736.06094,99233.5739,30581.91433,35189.38996,40311.2424,45713.42309,52918.41513,63509.42717,77400.22865,101031.3739,131879.5254,174559.2956,1039530.988,659989.6198,299112.0838,240959.4627,256834.4076,5151.083378,9941.585495,12582.21117,15120.71305,16906.16288,20181.88988,23859.45202,27327.32031,33648.24276,42440.9972,55866.03339,77188.72901,87964.24029,28856.94749,33569.46926,38533.56897,42699.4078,50096.12515,57483.18352,67847.14891,82789.73185,108923.5731,134072.5856,284578.9763,310190.4687,265079.2032,276118.3443,204640.0767
20,6017.670124,9289.325119,12543.04605,14675.35016,17166.72143,20365.85154,23549.17046,27857.15679,32797.11654,43782.77575,62590.2046,78725.2287,241372.7496,34852.53382,41526.95891,50855.56965,63116.73327,90507.10882,160778.519,496226.2967,7232814.105,5818685.378,4616008.683,4394451.641,5172038.45,8488247.943,18324175.62,13994651.36,6235.516125,9860.216811,12843.10994,14415.94857,17566.08245,20346.33712,24020.23782,28517.91505,33803.4152,41706.90704,51769.51828,68523.1235,86758.81184,29979.40345,34459.0852,39409.30265,44607.91063,51505.28582,61477.07066,74463.11878,96195.15135,124654.8477,161688.7636,730222.3715,524437.1558,268390.3634,221956.8923,236055.4202,4994.807486,9626.359536,12158.41264,14588.00479,16291.68848,19424.73242,22928.56062,26135.26452,31994.75419,39849.05412,51265.46013,68745.29205,77416.18326,28299.92447,32915.13703,37715.92778,41700.42837,48773.94648,55866.03339,65614.40745,79650.40447,103715.3031,125956.6996,248625.7975,270630.1173,239177.8764,250691.9373,190768.598
21,5819.430893,8896.774056,12021.815,14066.97968,16446.62161,19481.89089,22467.00017,26472.2262,30867.80204,40551.05402,56119.53529,69789.56954,162534.4364,34049.75176,40461.35096,49259.84091,60640.49842,85696.40021,146345.8699,391297.2231,7232814.105,5818685.378,4616008.683,4394451.641,5172038.45,8488247.943,18324175.62,13994651.36,6048.031896,9548.183678,12419.62869,13912.38986,16942.45002,19603.03316,23088.89934,27318.65174,32152.83759,39020.53916,48092.18692,61680.80327,76736.06094,29389.09135,33744.42688,38530.10976,43534.48004,50140.34254,59534.98643,71688.71721,91712.31178,118035.4709,150315.2214,549590.7545,429761.6312,242567.2409,205280.7633,217874.8166,4845.483709,9318.765296,11748.55084,14074.04485,15701.4115,18698.82989,22038.88122,25008.0867,30447.90108,37484.32731,47245.12253,61749.73033,68861.41866,27753.69016,32272.86342,36916.24731,40728.79698,47495.30849,54307.51071,63484.41267,76682.19922,98882.57252,118612.0915,219889.5419,238923.8883,217182.0693,228869.3731,178369.7813
22,5625.97339,8510.238943,11513.63183,13475.74504,15750.24444,18628.57282,21430.18906,25157.99704,29079.31562,37649.45307,50649.49609,62370.68527,120578.2349,33269.51632,39430.30776,47734.96231,58312.30319,81290.99286,134015.8161,319715.4226,7232814.105,5818685.378,4616008.683,4394451.641,5172038.45,8488247.943,18324175.62,13994651.36,5863.885966,9245.222692,12009.68941,13427.35342,16342.19551,18889.0789,22198.60501,26180.36607,30607.98732,36584.74869,44798.41439,55899.376,68523.1235,28810.62266,33044.93565,37672.84398,42491.80349,48821.24871,57677.49594,69064.34394,87546.92284,111951.6031,140202.6555,433725.242,360664.3817,220619.753,190554.1841,201864.7307,4702.658564,9018.531518,11351.95501,13577.8708,15133.9449,18002.31113,21187.77813,23940.70807,28997.8621,35318.69688,43703.64795,55866.03339,61794.70466,27217.94285,31642.33088,36133.96424,39783.44186,46258.16622,52804.59621,61450.47085,73872.01012,94387.74627,111937.9387,196475.1966,213049.7293,198320.7782,209981.9994,167235.1403
23,5437.127186,8129.586396,11018.02063,12900.94418,15076.45481,17804.36218,20435.99535,23909.28501,27416.99292,35030.57142,45968.12157,56119.53529,94873.68279,32510.90823,38432.20974,46276.41375,56119.53529,77243.01571,123373.541,268256.9881,7232814.105,5818685.378,4616008.683,4394451.641,5172038.45,8488247.943,18324175.62,13994651.36,5682.990655,8950.946575,11612.65885,12959.84532,15764.04513,18202.79543,21346.74531,25098.60663,29159.20468,34366.63209,41832.36678,50954.62703,61680.80327,28243.65535,32360.15102,36836.72353,41478.62369,47545.81274,55899.376,66578.57173,83667.64436,106343.4922,131160.8919,354273.1038,308454.3055,201782.3283,177474.6147,187682.8817,4565.917143,8725.399553,10967.99645,13098.58445,14588.00479,17333.44993,20372.83308,22928.56062,27635.97118,33328.44239,40561.69228,50853.37367,55866.03339,26692.39176,31023.23265,35368.53796,38863.34527,45060.59785,51354.46941,59506.44385,71208.00312,90197.92751,105849.8275,177082.9629,191606.2931,182006.6392,193511.0711,157192.3501
24,5252.729832,7754.686867,10534.52806,12341.91237,14424.18806,17007.82323,19481.89089,22721.39395,25868.1162,32655.57309,41918.73564,50785.23345,77635.561,31773.05683,37465.53536,44880.04588,54050.95379,73511.72015,114104.5305,229746.5089,7232814.105,5818685.378,4616008.683,4394451.641,5172038.45,8488247.943,18324175.62,13994651.36,5505.261306,8664.989656,11227.94233,12508.94096,15206.81508,17542.62807,20530.92455,24069.33916,27797.95626,32338.7344,39148.3927,46680.53283,55899.376,27687.86019,31689.63051,36021.00247,40493.74928,46311.97719,54195.81477,64221.07782,80047.03016,101159.7176,123035.1802,297003.8359,267881.0665,185472.2648,165796.8171,175052.7042,4434.879102,8439.12264,10596.08533,12635.34659,14062.40109,16690.65135,19591.8235,21967.52497,26354.55409,31493.42275,37756.31804,46534.93778,50825.80986,26176.75654,30415.27225,34619.44944,37967.54019,43900.79571,49954.49284,57646.69369,68679.46816,86284.24813,100276.6027,160795.0376,173595.8676,167785.5045,179048.9292,148097.9179
