bvets vehicle performance table 0.01,,,,,,,,,,,,,
#,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13
47,0,747.9850671,6369.714141,18035.63122,28810.69493,45829.62383,69131.47752,108035.1903,142679.8928,202907.9626,296016.0544,424568.5688,627418.5868
48,0,1570.162345,7429.334165,19320.39903,30429.65667,47989.12697,71917.73457,112213.0633,147794.1272,210027.5717,306238.4574,439330.0747,648877.8117
49,0,2396.05144,8494.753904,20612.76811,32059.58349,50165.67416,74728.18817,116434.5692,152963.9808,217232.701,316594.4857,454300.3703,670653.3098
50,0,3225.652351,9565.973357,21912.73848,33700.47539,52359.26541,77562.83831,120699.7078,158189.4537,224523.3506,327084.1394,469479.4556,692745.081
51,0,4058.96508,10642.99252,23220.31012,35352.33238,54569.90072,80421.68499,125008.4793,163470.546,231899.5205,337707.4186,484867.3306,715153.1254
52,0,4895.989626,11725.81141,24535.48305,37015.15446,56797.58008,83304.72822,129360.8835,168807.2576,239361.2106,348464.3232,500463.9953,737877.4429
53,0,5736.725989,12814.43,25858.25726,38688.94162,59042.3035,86211.96799,133756.9205,174199.5885,246908.421,359354.8532,516269.4497,760918.0336
54,0,6581.174168,13908.84831,27188.63275,40373.69386,61304.07098,89143.4043,138196.5903,179647.5387,254541.1516,370379.0086,532283.6938,784274.8975
55,0,7429.334165,15009.06633,28526.60951,42069.41119,63582.88252,92099.03716,142679.8928,185151.1082,262259.4026,381536.7894,548506.7277,807948.0345
56,50.53953261,8281.205979,16115.08407,29872.18756,43776.0936,65878.73812,95078.86656,147206.8282,190710.2971,270063.1737,392828.1956,564938.5512,831937.4447
57,717.60534,9136.78961,17226.90152,31225.36689,45493.74109,68191.63777,98082.89251,151777.3964,196325.1052,277952.4652,404253.2273,581579.1645,856243.1281
58,1387.135509,9996.085058,18344.51869,32586.1475,47222.35368,70521.58148,101111.115,156391.5973,201995.5327,285927.2769,415811.8843,598428.5674,880865.0847
59,2059.130039,10859.09232,19467.93557,33954.52939,48961.93134,72868.56925,104163.534,161049.431,207721.5795,293987.6089,427504.1668,615486.7601,905803.3144
60,2733.58893,11725.81141,20597.15216,35330.51256,50712.47409,75232.60108,107240.1496,165750.8976,213503.2457,302133.4611,439330.0747,632753.7425,931057.8173
61,3410.512183,12596.2423,21732.16847,36714.09701,52473.98193,77613.67696,110340.9617,170495.9969,219340.5311,310364.8336,451289.608,650229.5145,956628.5933
62,4089.899798,13470.38502,22872.98449,38105.28274,54246.45484,80011.7969,113465.9704,175284.729,225233.4359,318681.7264,463382.7667,667914.0763,982515.6425
63,4771.751773,14348.23955,24019.60023,39504.06976,56029.89285,82426.9609,116615.1756,180117.0938,231181.96,327084.1394,475609.5508,685807.4278,1008718.965
64,5456.06811,15229.8059,25172.01568,40910.45805,57824.29594,84859.16896,119788.5774,184993.0915,237186.1034,335572.0727,487969.9603,703909.569,1035238.56
65,6142.848809,16115.08407,26330.23084,42324.44762,59629.66411,87308.42108,122986.1757,189912.722,243245.8661,344145.5263,500463.9953,722220.4999,1062074.429
66,6832.093868,17004.07405,27494.24572,43746.03847,61445.99737,89774.71725,126207.9705,194875.9852,249361.2481,352804.5001,513091.6556,740740.2206,1089226.571
67,7523.803289,17896.77586,28664.06031,45175.23061,63273.29571,92258.05748,129453.9619,199882.8812,255532.2495,361548.9942,525852.9414,759468.7309,1116694.986
68,8217.977072,18793.18947,29839.67462,46612.02402,65111.55913,94758.44177,132724.1498,204933.4101,261758.8702,370379.0086,538747.8526,778406.0309,1144479.674
69,8914.615216,19693.31491,31021.08864,48056.41872,66960.78764,97275.87011,136018.5343,210027.5717,268041.1102,379294.5432,551776.3892,797552.1207,1172580.636
70,9613.717721,20597.15216,32208.30238,49508.41469,68820.98124,99810.34252,139337.1153,215165.3661,274378.9695,388295.5981,564938.5512,816907.0001,1200997.87
71,10315.28459,21504.70123,33401.31582,50968.01195,70692.13992,102361.859,142679.8928,220346.7932,280772.4481,397382.1732,578234.3386,836470.6693,1229731.378
72,11019.31582,22415.96212,34600.12899,52435.21048,72574.26368,104930.4195,146046.8669,225571.8532,287221.546,406554.2687,591663.7515,856243.1281,1258781.159
73,11725.81141,23330.93482,35804.74187,53910.0103,74467.35253,107516.0241,149438.0376,230840.546,293726.2633,415811.8843,605226.7897,876224.3767,1288147.213
74,12434.77136,24249.61934,37015.15446,55392.4114,76371.40646,110118.6727,152853.4048,236152.8715,300286.5999,425155.0203,618923.4534,896414.415,1317829.54
75,13146.19567,25172.01568,38231.36676,56882.41377,78286.42548,112738.3654,156292.9685,241508.8299,306902.5558,434583.6765,632753.7425,916813.243,1347828.14
76,13860.08434,26098.12383,39453.37878,58380.01743,80212.40958,115375.1022,159756.7288,246908.421,313574.131,444097.8529,646717.6569,937420.8607,1378143.014
77,14576.43738,27027.9438,40681.19051,59885.22237,82149.35877,118028.883,163244.6856,252351.6449,320301.3256,453697.5497,660815.1968,958237.2681,1408774.161
78,15295.25477,27961.47559,41914.80196,61398.02859,84097.27304,120699.7078,166756.839,257838.5016,327084.1394,463382.7667,675046.3622,979262.4652,1439721.581
79,16016.53653,28898.7192,43154.21312,62918.43609,86056.15239,123387.5768,170293.1889,263368.9911,333922.5726,473153.5039,689411.1529,1000496.452,1470985.274
80,16740.28265,29839.67462,44399.424,64446.44487,88025.99683,126092.4897,173853.7353,268943.1134,340816.6251,483009.7615,703909.569,1021939.229,1502565.24
81,17466.49313,30784.34186,45650.43459,65982.05493,90006.80636,128814.4468,177438.4783,274560.8684,347766.2969,492951.5393,718541.6106,1043590.795,1534461.479
82,18195.16797,31732.72092,46907.24489,67525.26627,91998.58096,131553.4479,181047.4179,280222.2563,354771.5881,502978.8373,733307.2775,1065451.151,1566673.992
83,18926.30717,32684.81179,48169.85491,69076.07889,94001.32066,134309.493,184680.554,285927.2769,361832.4985,513091.6556,748206.5699,1087520.296,1599202.777
84,19659.91074,33640.61448,49438.26465,70634.49279,96015.02543,137082.5822,188337.8866,291675.9303,368949.0283,523289.9942,763239.4877,1109798.232,1632047.836
85,20395.97866,34600.12899,50712.47409,72200.50797,98039.6953,139872.7155,192019.4158,297468.2166,376121.1774,533573.8531,778406.0309,1132284.957,1665209.168
86,21134.51095,35563.35531,51992.48325,73774.12444,100075.3302,142679.8928,195725.1415,303304.1356,383348.9458,543943.2322,793706.1995,1154980.472,1698686.774
87,21875.5076,36530.29345,53278.29213,75355.34218,102121.9303,145504.1142,199455.0637,309183.6873,390632.3335,554398.1316,809139.9936,1177884.776,1732480.652
88,22618.96861,37500.94341,54569.90072,76944.1612,104179.4954,148345.3797,203209.1825,315106.8719,397971.3406,564938.5512,824707.413,1200997.87,1766590.803
89,23364.89398,38475.30519,55867.30902,78540.58151,106248.0256,151203.6892,206987.4979,321073.6893,405365.967,575564.4911,840408.4579,1224319.754,1801017.228
90,24113.28371,39453.37878,57170.51704,80144.60309,108327.5209,154079.0427,210790.0098,327084.1394,412816.2126,586275.9513,856243.1281,1247850.428,1835759.926
91,24864.13781,40435.16419,58479.52477,81756.22595,110417.9812,156971.4404,214616.7182,333138.2224,420322.0777,597072.9317,872211.4238,1271589.891,1870818.897
92,25617.45626,41420.66142,59794.33221,83375.4501,112519.4067,159880.882,218467.6232,339235.9381,427883.562,607955.4324,888313.3449,1295538.144,1906194.141
93,26373.23908,42409.87046,61114.93937,85002.27553,114631.7972,162807.3678,222342.7247,345377.2866,435500.6656,618923.4534,904548.8914,1319695.187,1941885.659
94,27131.48626,43402.79132,62441.34624,86636.70223,116755.1529,165750.8976,226242.0228,351562.2679,443173.3886,629976.9946,920918.0633,1344061.019,1977893.449
95,27892.1978,44399.424,63773.55283,88278.73022,118889.4736,168711.4714,230165.5174,357790.882,450901.7309,641116.0561,937420.8607,1368635.641,2014217.513
96,28655.3737,45399.7685,65111.55913,89928.35949,121034.7594,171689.0893,234113.2085,364063.1289,458685.6925,652340.6378,954057.2834,1393419.053,2050857.85
97,29421.01396,46403.82481,66455.36515,91585.59003,123191.0102,174683.7513,238085.0962,370379.0086,466525.2734,663650.7399,970827.3316,1418411.255,2087814.46
98,30189.11858,47411.59294,67804.97088,93250.42186,125358.2262,177695.4573,242081.1805,376738.521,474420.4736,675046.3622,987731.0051,1443612.246,2125087.343
99,30959.68757,48423.07288,69160.37632,94922.85497,127536.4072,180724.2074,246101.4612,383141.6663,482371.2932,686527.5047,1004768.304,1469022.027,2162676.499
100,31732.72092,49438.26465,70521.58148,96602.88936,129725.5534,183770.0015,250145.9386,389588.4443,490377.732,698094.1675,1021939.229,1494640.598,2200581.929
101,32508.21862,50457.16823,71888.58635,98290.52503,131925.6646,186832.8397,254214.6124,396078.8551,498439.7902,709746.3506,1039243.778,1520467.958,2238803.632
102,33286.18069,51479.78362,73261.39094,99985.76198,134136.7409,189912.722,258307.4829,402612.8987,506557.4677,721484.0539,1056681.954,1546504.108,2277341.608
103,34066.60712,52506.11084,74639.99524,101688.6002,136358.7823,193009.6483,262424.5498,409190.5751,514730.7646,733307.2775,1074253.754,1572749.048,2316195.857
104,34849.49792,53536.14987,76024.39925,103399.0397,138591.7887,196123.6186,266565.8133,415811.8843,522959.6807,745216.0214,1091959.18,1599202.777,2355366.379
105,35634.85307,54569.90072,77414.60298,105117.0805,140835.7603,199254.6331,270731.2734,422476.8263,531244.2162,757210.2855,1109798.232,1625865.297,2394853.174
106,36422.67258,55607.36338,78810.60642,106842.7226,143090.6969,202402.6915,274920.93,429185.4011,539584.3709,769290.0699,1127770.909,1652736.606,2434656.243
107,37212.95646,56648.53786,80212.40958,108575.9659,145356.5986,205567.7941,279134.7831,435937.6086,547980.145,781455.3746,1145877.211,1679816.704,2474775.584
108,38005.7047,57693.42416,81620.01245,110316.8106,147633.4654,208749.9407,283372.8328,442733.4489,556431.5385,793706.1995,1164117.139,1707105.593,2515211.199
109,38800.9173,58742.02228,83033.41504,112065.2565,149921.2973,211949.1313,287635.079,449572.9221,564938.5512,806042.5447,1182490.692,1734603.271,2555963.087
110,39598.59426,59794.33221,84452.61734,113821.3037,152220.0943,215165.3661,291921.5218,456456.028,573501.1833,818464.4102,1200997.87,1762309.738,2597031.249
111,40398.73558,60850.35396,85877.61935,115584.9521,154529.8564,218398.6448,296232.1611,463382.7667,582119.4346,830971.7959,1219638.674,1790224.996,2638415.683
112,41201.34126,61910.08753,87308.42108,117356.2019,156850.5835,221648.9677,300566.9969,470353.1382,590793.3053,843564.7019,1238413.103,1818349.043,2680116.391
113,42006.4113,62973.53291,88745.02252,119135.0529,159182.2757,224916.3346,304926.0293,477367.1424,599522.7953,856243.1281,1257321.158,1846681.88,2722133.371
114,42813.94571,64040.69011,90187.42367,120921.5053,161524.933,228200.7455,309309.2582,484424.7795,608307.9047,869007.0746,1276362.838,1875223.506,2764466.625
115,43623.94448,65111.55913,91635.62454,122715.5589,163878.5554,231502.2005,313716.6837,491526.0494,617148.6333,881856.5414,1295538.144,1903973.923,2807116.152
116,44436.4076,66186.13997,93089.62513,124517.2137,166243.1429,234820.6996,318148.3058,498670.952,626044.9813,894791.5285,1314847.075,1932933.129,2850081.952
117,45251.33509,67264.43262,94549.42542,126326.4699,168618.6955,238156.2427,322604.1243,505859.4874,634996.9486,907812.0358,1334289.631,1962101.124,2893364.026
118,46068.72695,68346.43709,96015.02543,128143.3273,171005.2131,241508.8299,327084.1394,513091.6556,644004.5352,920918.0633,1353865.813,1991477.91,2936962.372
119,46888.58316,69432.15338,97486.42516,129967.786,173402.6959,244878.4611,331588.3511,520367.4566,653067.7411,934109.6112,1373575.621,2021063.485,2980876.992
120,47710.90373,70521.58148,98963.6246,131799.846,175811.1437,248265.1364,336116.7593,527686.8904,662186.5664,947386.6793,1393419.053,2050857.85,3025107.885
121,48535.68867,71614.7214,100446.6238,133639.5073,178230.5566,251668.8557,340669.3641,535049.957,671361.0109,960749.2676,1413396.111,2080861.004,3069655.051
122,49362.93796,72711.57314,101935.4226,135486.7699,180660.9346,255089.6191,345246.1653,542456.6564,680591.0748,974197.3762,1433506.795,2111072.949,3114518.49
123,50192.65162,73812.13669,103430.0212,137341.6337,183102.2776,258527.4266,349847.1632,549906.9885,689876.758,987731.0051,1453751.104,2141493.683,3159698.203
124,51024.82964,74916.41206,104930.4195,139204.0988,185554.5858,261982.2781,354472.3576,557400.9535,699218.0605,1001350.154,1474129.038,2172123.206,3205194.188
125,51859.47202,76024.39925,106436.6175,141074.1652,188017.859,265454.1737,359121.7485,564938.5512,708614.9824,1015054.824,1494640.598,2202961.52,3251006.447
126,52696.57876,77136.09826,107948.6152,142951.8329,190492.0974,268943.1134,363795.3359,572519.7817,718067.5235,1028845.013,1515285.783,2234008.623,3297134.979
127,53536.14987,78251.50908,109466.4127,144837.1019,192977.3008,272449.0971,368493.1199,580144.645,727575.684,1042720.723,1536064.593,2265264.515,3343579.784
128,54378.18533,79370.63172,110990.0098,146729.9721,195473.4693,275972.1248,373215.1005,587813.1411,737139.4638,1056681.954,1556977.029,2296729.198,3390340.862
129,55222.68516,80493.46618,112519.4067,148630.4436,197980.6028,279512.1966,377961.2776,595525.27,746758.8629,1070728.704,1578023.091,2328402.67,3437418.213
130,56069.64935,81620.01245,114054.6033,150538.5164,200498.7015,283069.3125,382731.6512,603281.0317,756433.8813,1084860.975,1599202.777,2360284.932,3484811.838
131,56919.07789,82750.27054,115595.5996,152454.1905,203027.7653,286643.4724,387526.2214,611080.4261,766164.5191,1099078.766,1620516.09,2392375.984,3532521.736
132,57770.9708,83884.24045,117142.3956,154377.4659,205567.7941,290234.6764,392344.9881,618923.4534,775950.7761,1113382.077,1641963.027,2424675.825,3580547.906
133,58625.32808,85021.92217,118694.9913,156308.3425,208118.788,293842.9245,397187.9514,626810.1134,785792.6525,1127770.909,1663543.59,2457184.456,3628890.35
134,59482.14971,86163.31572,120253.3867,158246.8205,210680.747,297468.2166,402055.1112,634740.4062,795690.1482,1142245.26,1685257.779,2489901.877,3677549.068
135,60341.4357,87308.42108,121817.5819,160192.8997,213253.6711,301110.5527,406946.4676,642714.3318,805643.2632,1156805.132,1707105.593,2522828.087,3726524.058
136,61203.18606,88457.23825,123387.5768,162146.5802,215837.5603,304769.9329,411862.0205,650731.8902,815651.9976,1171450.525,1729087.032,2555963.087,3775815.322
137,62067.40078,89609.76724,124963.3713,164107.8619,218432.4145,308446.3572,416801.7699,658793.0814,825716.3512,1186181.437,1751202.096,2589306.877,3825422.858
138,62934.07986,90766.00805,126544.9656,166076.745,221038.2339,312139.8255,421765.7159,666897.9054,835836.3242,1200997.87,1773450.787,2622859.457,3875346.668
139,63803.2233,91925.96068,128132.3596,168053.2293,223655.0183,315850.3379,426753.8585,675046.3622,846011.9165,1215899.823,1795833.102,2656620.826,3925586.751
140,64674.8311,93089.62513,129725.5534,170037.3149,226282.7678,319577.8944,431766.1975,683238.4517,856243.1281,1230887.297,1818349.043,2690590.985,3976143.107
141,65548.90326,94257.00139,131324.5468,172029.0018,228921.4824,323322.4949,436802.7332,691474.174,866529.9591,1245960.29,1840998.609,2724769.934,4027015.737
142,66425.43978,95428.08946,132929.3399,174028.29,231571.1621,327084.1394,441863.4653,699753.5292,876872.4093,1261118.804,1863781.801,2759157.672,4078204.639
143,67304.44067,96602.88936,134539.9328,176035.1794,234231.8068,330862.8281,446948.394,708076.5171,887270.4789,1276362.838,1886698.618,2793754.2,4129709.815
144,68185.90592,97781.40107,136156.3254,178049.6701,236903.4167,334658.5607,452057.5193,716443.1378,897724.1678,1291692.393,1909749.061,2828559.518,4181531.264
145,69069.83552,98963.6246,137778.5177,180071.7621,239585.9916,338471.3375,457190.8411,724853.3913,908233.476,1307107.468,1932933.129,2863573.626,4233668.986
146,69956.22949,100149.5599,139406.5097,182101.4554,242279.5316,342301.1583,462348.3594,733307.2775,918798.4035,1322608.063,1956250.822,2898796.523,4286122.981
147,70845.08782,101339.2071,141040.3014,184138.75,244984.0367,346148.0231,467530.0743,741804.7966,929418.9503,1338194.178,1979702.141,2934228.21,4338893.25
148,71736.41052,102532.5661,142679.8928,186183.6459,247699.5069,350011.932,472735.9857,750345.9485,940095.1165,1353865.813,2003287.085,2969868.686,4391979.791
149,72630.19757,103729.6369,144325.284,188236.143,250425.9422,353892.885,477966.0937,758930.7331,950826.902,1369622.969,2027005.655,3005717.953,4445382.606
150,73526.44898,104930.4195,145976.4749,190296.2414,253163.3425,357790.882,483220.3982,767559.1505,961614.3068,1385465.645,2050857.85,3041776.009,4499101.694
151,74425.16476,106134.9139,147633.4654,192363.9411,255911.708,361705.9231,488498.8993,776231.2007,972457.3309,1401393.841,2074843.67,3078042.855,4553137.055
152,75326.3449,107343.1202,149296.2557,194439.2421,258671.0385,365638.0083,493801.5969,784946.8837,983355.9744,1417407.558,2098963.116,3114518.49,4607488.689
153,76229.9894,108555.0382,150964.8457,196522.1443,261441.3341,369587.1375,499128.491,793706.1995,994310.2371,1433506.795,2123216.187,3151202.915,4662156.596
154,77136.09826,109770.6681,152639.2355,198612.6479,264222.5948,373553.3107,504479.5817,802509.1481,1005320.119,1449691.552,2147602.884,3188096.13,4717140.777
155,78044.67148,110990.0098,154319.4249,200710.7527,267014.8205,377536.528,509854.869,811355.7295,1016385.621,1465961.829,2172123.206,3225198.135,4772441.23
156,78955.70906,112213.0633,156005.414,202816.4588,269818.0114,381536.7894,515254.3527,820245.9436,1027506.741,1482317.627,2196777.154,3262508.929,4828057.957
157,79869.21101,113439.8287,157697.2029,204929.7661,272632.1673,385554.0948,520678.0331,829179.7906,1038683.481,1498758.945,2221564.727,3300028.513,4883990.957
158,80785.17731,114670.3058,159394.7915,207050.6748,275457.2884,389588.4443,526125.9099,838157.2703,1049915.841,1515285.783,2246485.925,3337756.887,4940240.231
159,81703.60798,115904.4948,161098.1798,209179.1847,278293.3745,393639.8379,531597.9833,847178.3828,1061203.819,1531898.141,2271540.749,3375694.05,4996805.777
160,82624.50301,117142.3956,162807.3678,211315.296,281140.4257,397708.2755,537094.2533,856243.1281,1072547.417,1548596.02,2296729.198,3413840.003,5053687.597
