bvets vehicle performance table 0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,P1,Q12,P23,Q34,P45,Q56,P67,Q78,P89,Q910,P1011Q11,WF1,WF2,WF3,WF4
10,10489.80618,15111.06709,20924.97386,24408.855,29648.10313,36269.50299,44179.74421,54590.46242,70476.74469,103607.2219,209236.9181,1138904.179,2005358.294,53056.31827,69885.19176,82163.26448,127215.4696,178695.7526,416497.0129,14306068.9,15997900.37,9365991.974,10468969.05,5002460.522,6261021.761,9452839.129,9868033.086,26085268.87
11,10082.44212,14450.65829,19948.3281,23223.77902,28083.89067,34249.70654,41430.36766,50306.24807,63613.17534,89679.09678,162079.3768,493753.4565,2005358.294,51385.08255,67275.15597,78571.37013,118892.9944,164118.7627,353580.5182,4411134.189,15997900.37,9365991.974,10468969.05,5002460.522,6261021.761,9452839.129,9868033.086,26085268.87
12,9691.559533,13823.98191,19022.56702,22116.61172,26615.73843,32364.51925,38896.19407,46490.31678,57727.00532,78571.37013,130489.6089,291755.6828,634717.4941,49777.09032,64791.42481,75195.93083,111393.4409,151351.1569,304895.1951,2024405.024,15997900.37,9365991.974,10468969.05,5002460.522,6261021.761,9452839.129,9868033.086,26085268.87
13,9316.184289,13228.53992,18143.87514,21080.00709,25235.25165,30601.26211,36553.60607,43071.77589,52628.58799,69528.08253,108047.0038,199360.7988,331314.417,48228.96967,62425.45714,72018.79712,104605.6343,140091.0807,266321.8526,1194928.421,6078356.114,9365991.974,10468969.05,5002460.522,6261021.761,9452839.129,9868033.086,26085268.87
14,8955.417149,12662.07332,17308.80477,20107.50603,23934.97084,28948.77141,34382.25439,39993.1123,48173.53685,62036.85111,91381.31213,148032.9668,213593.8617,46737.57745,60169.4424,69023.73624,98437.02612,130098.3942,235149.258,804874.547,2557599.576,9365991.974,10468969.05,5002460.522,6261021.761,9452839.129,9868033.086,26085268.87
15,8608.426731,12122.53437,16514.23311,19193.40736,22708.24662,27397.1819,32364.51925,37207.21686,44250.14355,55739.17948,78571.37013,115927.9129,153646.8412,45299.98062,58016.22568,66196.19066,92810.02184,121179.9656,209530.0936,587778.5009,1447328.66,9365991.974,10468969.05,5002460.522,6261021.761,9452839.129,9868033.086,26085268.87
16,8274.443252,11608.0626,15757.32522,18332.66065,21549.13387,25937.74582,30485.0738,34675.16177,40770.7355,50377.36107,68449.79223,94176.98581,118091.354,43913.43928,55959.24179,63523.07161,87659.13313,113178.9216,188168.1639,453163.6998,950408.6109,9365991.974,10468969.05,5002460.522,6261021.761,9452839.129,9868033.086,26085268.87
17,7952.752953,11116.96398,15035.50187,17520.77653,20452.30199,24562.68104,28730.52792,32364.51925,37665.6149,45761.77117,60270.11168,78571.37013,94840.74958,42575.39141,53992.45694,60992.582,82928.74801,105966.6794,170130.7163,363172.4486,682167.2406,9365991.974,10468969.05,5002460.522,6261021.761,9452839.129,9868033.086,26085268.87
18,7642.693115,10647.69282,14346.41161,16753.75145,19412.95835,23265.0431,27089.13568,30248.07488,34878.72814,41750.01827,53534.70859,66881.94557,78571.37013,41283.43887,52110.31714,58594.06398,78571.37013,99436.96308,154731.6408,299586.8209,519313.7556,9365991.974,10468969.05,5002460.522,6261021.761,9452839.129,9868033.086,26085268.87
19,7343.647594,10198.83598,13687.90632,16028.00414,18426.78286,22038.61686,25550.55375,28302.83219,32364.51925,38233.25408,47900.14927,57827.65528,66607.66047,40035.33483,50307.70237,56317.86731,74546.21675,93501.25685,141456.4409,252710.4398,412131.5631,9365991.974,10468969.05,5002460.522,6261021.761,9452839.129,9868033.086,26085268.87
20,7055.042813,9769.098983,13058.01997,15340.32165,17489.87175,20877.82435,24105.64085,26509.23499,30085.60849,35126.94706,43122.36271,50624.25623,57470.46803,38828.97223,48579.88586,54155.23527,70818.09386,88085.31206,129912.685,216973.2149,337311.5628,9365991.974,10468969.05,5002460.522,6261021.761,9452839.129,9868033.086,26085268.87
21,6776.34417,9357.29394,12454.9498,14687.81357,16598.68909,19777.64618,22746.29018,24850.55421,28011.05598,32364.51925,39023.48472,44766.83093,50280.8083,37662.37325,46922.49783,52098.20557,67356.48725,83126.43634,119796.4727,188977.9035,282687.9441,6925382.491,10468969.05,5002460.522,6261021.761,9452839.129,9868033.086,26085268.87
22,6507.052788,8962.328798,11877.03988,14067.87272,15750.025,18733.55412,21465.28898,23312.4002,26115.04624,29892.86672,35471.05146,39916.64799,44485.88697,36533.67981,45331.49301,50139.52388,64134.82311,78571.37013,110869.243,166549.9563,241378.35,2240408.78,3351861.713,5002460.522,6261021.761,9452839.129,9868033.086,26085268.87
23,6246.702594,8583.197941,11322.76658,13478.14155,14940.9592,17741.45318,20256.20008,21882.33191,24375.87996,27669.14767,32364.51925,35838.55506,39721.80421,35441.14475,43803.12171,48272.56836,61129.86274,74374.60866,102941.4179,148240.9404,209236.9181,1152030.006,1540121.506,5002460.522,6261021.761,9452839.129,9868033.086,26085268.87
24,5994.857677,8218.973832,10790.72571,12916.48311,14168.82947,16797.63162,19113.26161,20549.54116,22775.19309,25658.4407,29626.28432,32364.51925,35739.83058,34383.12387,42333.90379,46491.28347,58321.20407,70497.06515,95860.66432,133053.335,183637.0803,723053.6257,912950.9705,5002460.522,6261021.761,9452839.129,9868033.086,26085268.87
25,5751.109893,7868.799617,10279.62114,12380.95597,13431.204,15898.71762,18031.30176,19304.59592,21297.34579,23832.01189,27195.55194,29371.46265,32364.51925,33358.0686,40920.60536,44790.12175,55690.86891,66904.99773,89503.33412,120280.3735,162844.4903,506648.2412,617772.1243,5002460.522,6261021.761,9452839.129,9868033.086,26085268.87
26,5515.076698,7531.882544,9788.25466,11869.79252,12725.85726,15041.64168,17005.66605,18139.2302,19928.94002,22166.01456,25024.05856,26767.28517,29468.76027,32364.51925,39560.21778,43163.99264,53222.95932,63569.14192,83768.13227,109408.9025,145673.6349,380488.3996,453068.1029,5002460.522,6261021.761,9452839.129,9868033.086,26085268.87
27,5286.399178,7207.488108,9315.516972,11381.38001,12050.74879,14223.60387,16032.15489,17046.17095,18658.43538,20640.50146,23073.0286,24481.76692,26958.32083,31401.09886,38249.93878,41608.21724,50903.37008,60464.00465,78571.37013,100058.3316,131290.0187,299586.8209,350618.84,5002460.522,6261021.761,9452839.129,9868033.086,26085268.87
28,5064.740261,6894.934818,8860.379667,10914.24408,11404.0045,13442.04517,15106.97003,16018.9947,17475.84078,19238.66566,21310.9712,22460.48097,24761.93131,30466.50754,36987.15536,40118.48822,48719.54706,57567.28598,73843.36423,91941.06704,119091.2281,244084.0393,281900.3505,5002460.522,6261021.761,9452839.129,9868033.086,26085268.87
29,4849.78308,6593.589516,8421.888027,10467.03427,10783.90026,12694.6224,14226.66822,15052.00819,16372.46516,17946.25098,19712.0598,20660.62008,22824.73655,29559.51723,35769.42842,38690.83432,46660.28308,54859.40279,69525.67324,84836.16569,108632.7569,204041.6806,233181.0172,2793527.992,6261021.761,9452839.129,9868033.086,26085268.87
30,4641.229493,6302.863188,7999.154582,10038.51137,10188.8473,11979.18616,13388.12116,14140.14837,15340.71441,16751.08954,18254.92321,19048.07339,21103.85632,28678.96691,34594.47874,37321.58879,44715.54485,52323.09418,65568.9563,78571.37013,99580.25603,174007.5092,197144.9394,1080722.328,6261021.761,9452839.129,9868033.086,26085268.87
31,4438.798718,6022.207197,7591.353338,9627.536239,9617.379303,11293.76142,12588.48067,13278.89834,14373.92508,15642.73586,16921.73173,17595.3388,19565.30587,27823.75815,33460.1744,36007.36126,42876.32561,49943.09283,61931.29702,73010.59469,91677.93066,150772.2339,169583.759,604967.7389,6261021.761,9452839.129,9868033.086,26085268.87
32,4242.226097,5751.109893,7197.714576,9233.059938,9068.140948,10636.53037,11825.14835,12464.21624,13466.22715,14612.17477,15697.49805,16280.00618,18181.81591,26992.85107,32364.51925,34745.01259,41134.51914,47705.84998,58576.88024,68045.04181,84727.10594,132338.5412,147926.7123,400743.2358,6261021.761,9452839.129,9868033.086,26085268.87
33,4051.261955,5489.093558,6817.520174,8854.115041,8539.877683,10005.81724,11095.74908,11692.47494,12612.43031,13651.58644,14569.5365,15083.63798,16931.26094,26185.26049,31305.64247,33531.63246,39482.81165,45599.3041,55474.93871,63586.78633,78571.37013,117405.8685,130525.4668,291980.6498,6261021.761,9452839.129,9868033.086,9012192.796
34,3865.670559,5235.711655,6450.099376,8489.807895,8031.426615,9400.074806,10398.1078,10960.41062,11807.92904,12754.15606,13527.04059,13990.93133,15795.50724,25400.05251,30281.78908,32364.51925,37914.58878,43612.68557,52598.90806,59564.0696,73086.07424,105095.0107,116280.1454,226040.3019,2379862.7,3291790.501,9868033.086,3709621.245
35,3685.22916,4990.54633,6094.824984,8139.31175,7541.708359,8817.872456,9730.229045,10265.07877,11048.62319,11913.91848,12560.7497,12989.08265,14759.55606,24636.34126,29291.31125,31241.16193,36423.85511,41736.35095,49925.74408,55917.79867,68170.77975,94792.55645,104431.9037,182446.7973,1009484.293,1407586.725,9868033.086,2039810.984
36,3509.727117,4753.206152,5751.109893,7801.860643,7069.719737,8257.885483,9090.279028,9603.816328,10330.85096,11125.63069,11662.68405,12067.30011,13810.89738,23893.28586,28332.66042,30159.22388,35005.16457,39961.64179,47435.36729,52598.90806,63743.73978,86058.85272,94442.10527,151788.2408,575768.7532,799202.872,9868033.086,1302069.414
37,3338.965083,4523.324067,5418.40396,7476.743938,6614.527221,7718.885566,8476.569706,8974.209163,9651.332277,10384.66645,10825.93197,11216.42546,12939.0167,23170.0877,27404.38005,29116.52821,33653.55978,38280.76397,45110.20833,49566.34796,59737.80777,78571.37013,85918.9605,129204.3495,381151.2606,524926.7597,9868033.086,910370.3984
38,3172.754263,4300.555538,5096.191161,7163.301436,6175.261045,7199.732243,7887.544743,8374.06383,9007.120678,9686.928776,10044.47808,10428.63771,12135.01412,22465.98787,26505.09899,28111.04461,32364.51925,36686.68412,42934.83346,46785.53317,56097.36413,72088.65236,78571.37013,111959.7172,275873.8519,376671.2637,3630275.037,676753.7074
39,3010.915726,4084.576843,4783.986995,6860.919002,5751.109893,6699.365265,7321.767026,7801.383119,8395.562216,9028.776828,9313.063396,9697.218825,11391.30723,21780.26472,25633.52546,27140.87736,31133.9112,35173.04037,40895.63449,44227.13528,52775.97961,66426.68179,72178.97585,98409.22696,211841.9418,286782.8575,1516657.301,525747.647
40,2853.279773,3875.083539,4481.336133,6569.024629,5341.316107,6216.797726,6777.907573,7254.344746,7814.260291,8406.964508,8627.070759,9016.366751,10701.39698,21112.23165,24788.44147,26204.2546,29957.95303,33734.06534,38980.57055,41866.13321,49734.61892,61442.97904,66572.19448,87509.8774,169631.0332,227780.7049,851679.3584,422203.0209
41,2699.685346,3671.789049,4187.810267,6287.084905,4945.171361,5751.109893,6254.735639,6731.282752,7261.045392,7818.5887,7982.430343,8381.04518,10059.68164,20461.2351,23968.69769,25299.51849,28833.17573,32364.51925,37178.95203,39681.06039,46940.24548,57025.65758,61618.58632,78571.37013,140121.9734,186732.2025,555815.0851,347919.3804
42,2549.97949,3474.423374,3903.006141,6014.60182,4562.012737,5301.443629,5751.109893,6230.671205,6733.948994,7261.045392,7375.541325,7786.861772,9461.307709,19826.65254,23173.20883,24425.11634,27756.39245,31059.63184,35481.25891,37653.40298,44364.72736,53085.73362,57213.34833,71120.24081,118549.5281,156875.7376,397202.7554,292689.2401
43,2404.016852,3282.731916,3626.543763,5751.109893,4191.219175,4866.997372,5265.970509,5751.109893,6231.180959,6731.992335,6803.206567,7229.968844,8902.04944,19207.89073,22400.94924,23579.59257,26724.67083,29815.05169,33878.98729,35767.11521,41983.97176,49551.62329,53272.55666,64821.82211,102215.043,134384.4133,301588.059,250419.1419
44,2261.659213,3096.4744,3358.064755,5496.173564,3832.20824,4447.021585,4798.332086,5291.311725,5751.109893,6229.317138,6262.577877,6706.981822,8378.210909,18604.38405,21650.94898,22761.58129,25735.30838,28626.8019,32364.51925,34008.22624,39777.23478,46365.13912,49728.28044,59433.38704,89491.26314,116953.7847,239098.9813,217284.2342
45,2122.775056,2915.423882,3097.230849,5249.384841,3484.43319,4040.814642,4347.277283,4850.091611,5292.246038,5751.109893,5751.109893,6214.911867,7886.54578,18015.5929,20922.29017,21969.79968,24785.81074,27491.24118,30931.01195,32364.51925,37726.56656,43478.53333,46524.99332,54774.92903,79346.30447,103125.2405,195773.487,190782.4423
46,1987.239169,2739.365839,2843.722502,5010.361159,3147.380303,3647.719086,3911.951093,4426.356615,4853.22632,5295.639607,5266.521076,5751.109893,7424.191178,17441.00228,20214.10354,21203.04178,23873.87222,26405.0297,29572.30286,30825.2676,35816.36215,40852.28421,43616.9007,50710.33576,71098.2125,91936.90574,164349.3531,169219.4081
47,1987.239169,2568.097336,2597.237626,4778.743437,2820.566438,3267.11824,3491.555681,4019.09723,4432.801237,4861.333838,4806.760549,5313.219798,6988.61288,16880.12042,19525.56536,20460.17298,22997.35861,25365.09894,28282.82838,29381.017,34032.9955,38453.41781,40965.92301,47134.90949,64280.45412,82732.32797,140733.0784,151413.5171
48,1987.239169,2401.426255,2357.490417,4554.194309,2503.536806,2898.43312,3085.345724,3627.37961,4029.823336,4446.761034,4369.979797,4899.139193,6577.559608,16332.47749,18855.89454,19740.12486,22154.29164,24368.62507,27057.55373,28023.40431,32364.51925,36254.221,38540.15608,43966.88494,58564.37553,75050.23978,122467.8673,136519.6201
49,1987.239169,2239.170582,2124.210278,4336.396513,2195.86294,2541.119618,2692.624197,3250.338661,3643.237063,4050.615178,3954.508418,4506.986259,6189.024733,15797.62443,18204.34994,19041.89051,21342.83524,23413.00537,25891.91247,26745.00627,30800.41704,34231.24392,36312.68259,41141.53485,53712.54894,68558.29015,108003.005,123919.7743
50,1987.239169,2081.15776,1987.239169,4125.05142,1987.239169,2194.665937,2312.738551,2887.171864,3272.069793,3671.702383,3558.833269,4135.071654,5821.214014,15275.13182,17570.22787,18364.52026,20561.28314,22495.83726,24781.75389,25539.21249,29331.39807,32364.51925,34260.6456,38606.99195,49549.65787,63011.73394,96318.31232,113153.3471
51,1987.239169,1987.239169,1987.239169,3919.877692,1987.239169,1987.239169,1987.239169,2537.13375,2915.423882,3308.92917,3181.580459,3781.874599,5472.518301,14764.58884,16952.85983,17707.11768,19808.04772,21614.89972,23723.2974,24400.11828,27949.22566,30636.94563,32364.51925,36321.23439,45943.74315,58226.85664,86718.98494,103871.0483
52,1987.239169,1987.239169,1987.239169,3720.61005,1987.239169,1987.239169,1987.239169,2199.53095,2572.469616,2961.292173,2821.499759,3446.022426,5141.49033,14265.60229,16351.61035,17068.83599,19081.64998,20768.13664,22713.09269,23322.43394,26646.57361,29033.7965,30607.52997,34249.87546,42793.78322,54063.40092,78717.69646,95803.94787
53,1987.239169,1987.239169,1987.239169,3526.998152,1987.239169,1987.239169,1987.239169,1987.239169,2242.43894,2627.869088,2477.451046,3126.273031,4826.824919,13777.79568,15765.87503,16448.87471,18380.7106,19953.64202,21747.98486,22301.40751,25416.9052,27542.32583,28975.19327,32364.51925,40021.26599,50412.65968,71963.89001,88742.13811
54,1987.239169,1987.239169,1987.239169,3338.805553,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,2307.81068,2148.392495,2821.499759,4527.341995,13300.80834,15195.07864,15846.47659,17703.94169,19169.64667,20825.08384,21332.75878,24254.37076,26151.44921,27454.94022,30641.52097,37564.34363,47189.23208,66199.79083,82519.74641
55,1987.239169,1987.239169,1987.239169,3155.808764,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,2000.333718,1987.239169,2530.678325,4241.971985,12834.29464,14638.67349,15260.92476,17050.13947,18414.50632,19941.73754,20412.62278,23153.72079,24851.48427,26035.81422,29061.04098,35373.69927,44325.20396,61232.16063,77004.22367
56,1987.239169,1987.239169,1987.239169,2977.796375,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,2252.875487,3969.743214,12377.9232,14096.13775,14691.54012,16418.17762,17686.69091,19095.50811,19537.5011,22110.23163,23633.93784,24708.2231,27606.31472,33409.57262,41765.9675,56913.65007,72088.56539
57,1987.239169,1987.239169,1987.239169,2804.568252,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,3709.770978,11931.37619,13566.97402,14137.67892,15807.00117,16984.77496,18284.151,18704.2198,21119.64201,22491.33046,23463.73522,26263.08356,31639.58533,39467.17046,53130.18283,67685.58035
58,1987.239169,1987.239169,1987.239169,2635.934802,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,3461.248048,11494.34866,13050.7079,13598.73052,15215.62101,16307.42892,17505.59637,17909.89304,20178.09834,21417.05092,22294.91084,25019.1468,30037.12805,37392.45759,49792.23251,63723.6117
59,1987.239169,1987.239169,1987.239169,2471.716283,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,3223.436391,11066.5479,12546.88673,13074.1153,14643.10894,15653.41129,16757.93264,17151.89138,19282.10764,20405.2349,21195.16183,23864.0059,28580.14836,35511.77643,46828.67253,60143.30342
60,1987.239169,1987.239169,1987.239169,2311.742179,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,2995.659923,10647.69282,12055.07835,12563.28279,14088.59304,15021.56158,16039.39182,16427.81421,18428.49669,19450.66329,20158.63428,22788.57966,27250.22869,33800.09096,44182.36334,56895.12935
61,1987.239169,1987.239169,1987.239169,2155.850617,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,2777.29816,10237.51342,11574.86999,12065.70982,13551.25355,14410.79385,15348.33637,15735.46558,17614.37669,18548.67659,19180.11,21784.97441,26031.87717,32236.39419,41806.93546,53937.48535
62,1987.239169,1987.239169,1987.239169,2003.887827,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,2567.780624,9835.750236,11105.86718,11580.89894,13030.31906,13820.0909,14683.2476,15072.83302,16837.11233,17695.10246,18254.92321,20846.29728,24911.97666,30802.94227,39664.41019,51235.20203
63,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,2366.58192,9442.153848,10647.69282,11108.3768,12525.06304,13248.49899,14042.71511,14438.06897,16094.29488,16886.19422,17378.88999,19966.50345,23879.35242,29484.6548,37723.4165,48758.37516
64,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,2173.217374,9056.4844,10199.98619,10647.69282,12034.80065,12695.12299,13425.42749,13829.47435,15383.71858,16118.5783,16548.2482,19140.2704,22924.43006,28268.64119,35957.83838,46481.43808
65,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,8678.511158,9762.402101,10198.41777,11558.88585,12159.12205,12830.1638,13245.48403,14703.35989,15389.20931,15759.60603,18362.8938,22038.96255,27143.82333,34345.77732,44382.42042
66,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,8308.012082,9334.610104,9760.142595,11096.70868,11639.70552,12255.78605,12684.65404,14051.35922,14695.33137,15009.89794,17630.20078,21215.8108,26100.63287,32868.74825,42442.3514
67,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,7944.77343,8916.293691,9332.477224,10647.69282,11136.12938,11701.2323,12145.65014,13426.00483,14034.44476,14296.34665,16938.47738,20448.76589,25130.76646,31511.05036,40644.77622
68,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,7588.589379,8507.149597,8915.049518,10211.29334,10647.69282,11165.51048,11627.23765,12825.71849,13404.27707,13616.43034,16284.40748,19732.40417,24226.98651,30259.27049,38975.3616
69,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,7239.261663,8106.887116,8507.504251,9786.994579,10173.73523,10647.69282,11128.27244,12249.04291,12802.75806,12967.8541,15665.02121,19061.96842,23382.95817,29101.88789,37421.5721
70,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,6896.599241,7715.22747,8109.502176,9374.308274,9713.633348,10146.91075,10647.69282,11694.63039,12227.99791,12348.52523,15077.65112,18433.26968,22593.11484,28028.95714,35972.40298
71,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,6560.417969,7331.903213,7720.719151,8972.771737,9266.798733,9662.350302,10184.51231,11161.23284,11678.26803,11756.53156,14519.89485,17842.60586,21852.5469,27031.8521,34618.15863
72,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,6230.5403,6956.657668,7340.845312,8581.946243,8832.675348,9193.247936,9737.813139,10647.69282,11151.98439,11190.12258,13989.58314,17286.69377,21156.90891,26103.05752,33350.26773
73,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,5906.794995,6589.244395,6969.584309,8201.415505,8410.737406,8738.886723,9306.740403,10152.9355,10647.69282,10647.69282,13484.75239,16762.61217,20502.34204,25235.99859,32161.12839
74,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,5589.016848,6229.4267,6606.652586,7830.784275,8000.487354,8298.592878,8890.496823,9675.961487,10164.05603,10127.76722,13003.62093,16267.75375,19885.40872,24424.90052,31043.97787
75,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,5277.046426,5876.977156,6251.778704,7469.677044,7601.454023,7871.732591,8488.337996,9215.840386,9699.842173,9628.988257,12544.56854,15799.78452,19303.03751,23664.67228,29992.78231
76,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,4970.729824,5531.677166,5904.702713,7117.736833,7213.190922,7457.709137,8099.568113,8771.704972,9253.914742,9150.104556,12106.11867,15356.60928,18752.47627,22950.80979,29002.14324
77,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,4669.918431,5193.316543,5565.175553,6774.624079,6835.274655,7055.960219,7723.536087,8342.745973,8825.223555,8689.960768,11686.92286,14936.34216,18231.25228,22279.31496,28067.21784
78,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,4374.468704,4861.693114,5232.958497,6440.015592,6467.303462,6665.955552,7359.632038,7928.207338,8412.796766,8247.488598,11285.74728,14537.28136,17737.13812,21646.62761,27183.65075
79,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,1987.239169,4084.241962,4536.612347,4907.82263,6113.603592,6108.895872,6287.194628,7007.284106,7527.381968,8015.733739,7821.69881,10901.46081,14157.88749,17268.12241,21049.56792,26347.51552
