20,93.5,105.5677966,118.64,129.6231406,137.5586354,147.5611389,160.0518332,170.8734139,178.2175155,187.8020638,197.6582278,208,215.1030074,306.7403775,343.0382012,386.4787582,422.4034558,482.5193841,556.3577263,645.0608219,799.92,930,1156.97842,4868.924648,2919.966353,1533.02541,2550.284501,5344.6875,11424.89273
22,88.19852941,96.97792608,105.7984416,115.0833345,121.3677812,129.272567,139.7363636,147.1602878,152.5568976,158.6875532,167.414828,175.04,182.8249841,285.2232233,315.7059802,352.6691961,381.2067111,428.3528267,484.4198102,552.1619277,651.6,742.7272727,868.2513938,1801.737175,1662.9437,1227.785498,1823.174237,2916.830357,11424.89273
24,83.34507042,89.12683451,94.02257261,101.7968451,106.7084942,112.7578776,121.6225705,126.2797293,130.3944673,134.2094435,142.7570005,149.1428571,159.1268678,265.6797882,291.1845324,322.6669924,345.5461789,382.936085,426.2901649,479.2412903,545.6571429,613.0769231,689.0110684,1037.269744,1162.55199,1023.675577,1420.281551,2012.334559,9485.147776
26,78.88513514,81.92314252,83.18501992,89.60831611,93.37327189,97.77092408,105.3709431,107.7528111,111.0605357,113.3419144,122.2681797,128.2580645,140.9890161,247.8504139,269.061483,295.8632981,314.3761495,344.3074911,378.3412526,420.48,466.2,518,566.9064765,728.8354821,893.6792831,877.579568,1164.287305,1539.836754,3607.440907
28,74.77272727,75.28994426,73.17793103,78.38704903,81.19047619,84.1090874,90.70836364,91.20281428,94.04609973,95.34098132,104.9734721,111.0588235,126.6599986,231.5190757,249.0013631,271.7725125,286.8986727,311.0509978,338.1138681,372.1189381,404.4,445.2941176,478.3738788,562.1226499,725.8355762,767.8412909,987.2387797,1249.506777,2245.938185
30,70.96875,70,70,70,70.01690617,71.60406184,77.41263482,76.32934351,78.95737493,79.65392681,90.17996698,96.64864865,115.0540686,216.5045863,230.7284807,250.0025989,262.4942845,282.1188119,303.8818283,331.6214634,354.96,387.8947368,411.2409734,457.7011276,611.0844214,682.3905678,857.4957689,1053.020833,1640.208403
32,70,70,70,70,70,70,70,70,70,70,77.38165935,84.4,105.4623407,202.6538456,214.0141736,230.2335859,240.6747446,256.7189932,274.3977955,297.2138346,314.5090909,341.4285714,358.585425,386.1543812,527.6745506,613.9676923,758.3333293,911.2092391,1297.671114
34,70,70,70,70,70,70,70,70,70,70,70,73.86046512,97.40233662,189.8366008,198.6671914,212.2017356,221.0500373,234.2418537,248.7380056,267.6184615,280.8,303.0434783,316.1799362,334.0690318,464.3086641,557.9441003,680.0794957,804.038645,1077.404354
36,70,70,70,70,70,70,70,70,70,70,70,70,90.53427966,177.9413384,184.5263448,195.6877105,203.3048532,214.210382,226.2037343,241.8917647,252.2769231,270.8,281.2970234,294.4552073,414.536693,511.2293928,616.7520186,720.1977041,923.8553649
38,70,70,70,70,70,70,70,70,70,70,70,70,84.61196924,166.8720309,171.4548227,180.5076069,187.181519,196.2460149,206.2567037,219.3217178,227.8285714,243.3333333,252.0980543,263.3124969,374.4079449,471.6813945,564.4520899,652.8163344,810.698373
40,70,70,70,70,70,70,70,70,70,70,70,70,79.45264177,156.5455385,159.3357513,166.5060774,172.4674042,180.0444859,188.4755285,199.3609249,206.64,219.6551724,227.2984439,238.1861416,341.3674013,437.7683846,520.5299868,597.4807961,723.8479638
42,70,70,70,70,70,70,70,70,70,70,70,70,74.91777537,146.8895178,148.06869,153.5509956,158.9854908,165.3584507,172.5256197,181.5816393,188.1,199.0322581,205.9735812,217.4862914,313.6894141,408.3661076,483.121944,551.2259615,655.0858481
44,70,70,70,70,70,70,70,70,70,70,70,70,70.90046677,137.840724,137.5668413,141.5292731,146.5872172,151.9847707,158.137931,165.6447668,171.7411765,180.9090909,187.4409919,200.1379155,290.1664437,382.6307306,450.8788592,511.9860782,599.2941176
46,70,70,70,70,70,70,70,70,70,70,70,70,70,129.3436243,127.7548103,130.3435502,135.1469812,139.75506,145.0936595,151.2780296,157.2,164.8571429,171.1859458,185.3880248,269.9281887,359.9165431,422.8001157,478.2778084,553.1192127
48,70,70,70,70,70,70,70,70,70,70,70,70,70,121.349257,118.5667917,119.9095531,124.5578695,128.5285581,133.21304,138.2602817,144.1894737,150.5405405,156.8129032,172.6934837,252.3315409,339.721035,398.1278865,449.0084877,514.2719473
49,70,70,70,70,70,70,70,70,70,70,70,70,70,117.5268586,114.1884759,114.9511622,119.5533453,123.2537104,127.6615017,132.1992661,138.1846154,143.9473684,150.2328669,166.9872358,244.3673034,330.4404018,386.8811931,435.7731574,497.0718954
50,70,70,70,70,70,70,70,70,70,70,70,70,70,113.8142877,109.9450926,110.1539668,114.7283064,118.1866878,122.3470108,126.4100448,132.48,137.6923077,144.0129032,161.6526654,236.8909904,321.6472843,376.2777074,423.3554537,481.1362798
51,70,70,70,70,70,70,70,70,70,70,70,70,70,110.2068779,105.8304989,105.5102319,110.073267,113.3154454,117.2547018,120.8747368,127.0536585,131.75,138.1242434,156.654604,229.859096,313.3042514,366.263785,411.681882,466.330614
52,70,70,70,70,70,70,70,70,70,70,70,70,70,106.7002234,101.8389191,101.0127098,105.5793985,108.6288513,112.370927,115.5769957,121.8857143,126.097561,132.5411041,151.9621842,223.2331372,305.3776085,356.7915854,400.6875,452.5388306
53,70,70,70,70,70,70,70,70,70,70,70,70,70,103.2901612,97.96491796,96.65460206,101.2384729,104.1166019,107.683134,110.5018487,116.9581395,120.7142857,127.2403094,147.548202,216.9789495,297.8369422,347.8183081,390.3147085,439.6602325
54,70,70,70,70,70,70,70,70,70,70,70,70,70,99.97275451,94.20337557,92.42952521,97.04281314,99.76914636,103.1797578,105.6355556,112.2545455,115.5813953,122.2009701,143.3885887,211.0660977,290.6547309,339.3055454,380.5122423,427.60703
55,70,70,70,70,70,70,70,70,70,70,70,70,70,96.74427759,90.54946516,88.33147968,92.9852473,95.5776187,98.85012616,100.9654839,107.76,110.6818182,117.4042076,139.4619719,205.4673801,283.8060083,331.2187335,371.2343227,416.3023368
56,70,70,70,70,70,70,70,70,70,70,70,70,70,93.60120183,86.99863224,84.35482135,89.05906806,91.53377787,94.68437437,96.48,103.4608696,106,112.8329184,135.7493084,200.1584111,277.2680746,323.5266828,362.439943,405.6785286
57,70,70,70,70,70,70,70,70,70,70,70,70,70,90.54018286,83.54657574,80.49423555,85.25799551,87.62995347,90.67337083,92.16837209,99.34468085,101.5217391,108.4715699,132.2335751,195.1172649,271.0202439,316.2011765,354.0922619,395.6758889
58,70,70,70,70,70,70,70,70,70,70,70,70,70,87.55804868,80.18923058,76.74471341,81.57614371,83.85899722,86.80864996,88.02068441,95.4,97.23404255,104.3060242,128.8995082,190.3241739,265.0436266,309.2166241,346.1580882,386.2414861
59,70,70,70,70,70,70,70,70,70,70,70,70,70,84.6517887,76.92275172,73.10153018,78.0079902,80.21423932,83.08235261,84.02776119,91.61632653,93.125,100.3233848,125.7333817,185.7612689,259.3209382,302.5497633,338.6074396,377.3282362
60,70,70,70,70,70,70,70,70,70,70,70,70,70,81.81854361,73.74349948,70,74.54834845,76.689449,79.48717269,80.1810989,87.984,89.18367347,96.51186372,122.7228184,181.4123569,253.8363322,296.1794009,331.4131637,368.8941176
61,70,70,70,70,70,70,70,70,70,70,70,70,70,79.05559597,70.64802601,70,71.19234264,73.27879906,76.01630941,76.47280576,84.49411765,85.4,92.86066442,119.8566279,177.2627289,248.5752538,290.0861875,324.5506124,360.9015079
62,70,70,70,70,70,70,70,70,70,70,70,70,70,76.36036156,70,70,70,70,72.66342429,72.8955477,81.13846154,81.76470588,89.35987997,117.1246684,173.2989939,243.5243111,284.252422,317.9973592,353.3166233
63,70,70,70,70,70,70,70,70,70,70,70,70,70,73.73038127,70,70,70,70,70,70,77.90943396,78.26923077,86.00040323,114.517726,169.508934,238.6711608,278.6618787,311.7329545,346.1090408
64,70,70,70,70,70,70,70,70,70,70,70,70,70,71.16331365,70,70,70,70,70,70,74.8,74.90566038,82.77384771,112.0274113,165.8813795,234.0044078,273.2996576,305.7387129,339.2512911
65,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,71.80363636,71.66666667,79.67247769,109.6460692,162.406098,229.513516,268.1520514,299.9975264,332.7185079
66,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,76.68914632,107.3667,159.0736989,225.1887283,263.2064283,294.4937016,326.4881272
67,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,73.81724058,105.1828911,155.875548,221.0209968,258.451129,289.2128165,320.5396266
68,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,71.05063238,103.0887564,152.8036929,217.0019185,253.8753743,284.1415943,314.8542998
69,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,101.0788837,149.8507974,213.1236798,249.4691842,279.267792,309.4150597
70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,99.1482875,147.0100825,209.3790049,245.2233048,274.5801014,304.2062672
71,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,97.29236811,144.2752749,205.761111,241.1291434,270.0680621,299.2135807
72,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,95.50687493,141.6405601,202.2636666,237.1787109,265.7219828,294.4238248
73,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,93.78787391,139.100542,198.8807551,233.3645691,261.5328725,289.8248734
74,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,92.13171869,136.6502053,195.6068412,229.6797847,257.492378,285.4055479
75,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,90.5350247,134.2848828,192.4367404,226.1178865,253.5927288,281.1555261
76,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,88.99464617,132.0002255,189.3655922,222.6728281,249.8266863,277.0652619
77,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,87.50765534,129.7921763,186.3888346,219.3389532,246.1875,273.1259136
78,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,86.07132396,127.6569455,183.5021819,216.110965,242.6688665,269.3292801
79,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,84.68310656,125.5909894,180.7016039,212.9838977,239.2648931,265.667744
80,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,83.34062539,123.5909904,177.9833073,209.9530913,235.9700651,262.1342205
81,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,82.04165684,121.6538397,175.3437185,207.0141684,232.779216,258.7221116
82,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,80.78411915,119.7766205,172.7794677,204.163013,229.6875,255.4252652
83,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,79.56606127,117.9565942,170.287375,201.3957514,226.6903681,252.2379379
84,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,78.38565274,116.191186,167.8644368,198.7087343,223.7835452,249.1547616
85,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,77.24117457,114.4779738,165.507814,196.0985214,220.9630102,246.1707134
86,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,76.13101083,112.8146765,163.2148208,193.561866,218.2249771,243.2810883
87,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,75.05364105,111.199144,160.9829145,191.095702,215.5658784,240.4814745
88,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,74.0076333,109.6293479,158.809686,188.6971313,212.982349,237.7677306
89,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,72.9916378,108.103373,156.6928515,186.3634126,210.4712128,235.1359657
90,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,72.00438116,106.6194098,154.6302439,184.0919507,208.0294689,232.5825203
91,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,71.044661,105.1757468,152.6198059,181.8802873,205.6542802,230.1039495
92,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70.11134109,103.7707644,150.6595829,179.7260915,203.3429622,227.6970076
93,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,102.4029286,148.7477168,177.6271524,201.0929726,225.3586338
94,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,101.0707853,146.88244,175.5813707,198.9019026,223.0859392
95,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,99.7729556,145.0620701,173.5867523,196.7674677,220.876195
96,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,98.50813049,143.2850046,171.6414016,194.6875,218.7268215
97,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,97.27506679,141.5497164,169.7435155,192.6599409,216.6353781
98,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,96.072583,139.8547494,167.8913777,190.6828344,214.5995537
99,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,94.89955547,138.1987145,166.0833539,188.7543203,212.6171589
100,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,93.75491496,136.5802854,164.3178865,186.872629,210.6861176
101,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,92.63764333,134.9981957,162.5934905,185.0360757,208.8044599
102,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,91.54677059,133.451235,160.9087492,183.2430556,206.9703152
103,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,90.48137203,131.938246,159.2623102,181.4920388,205.1819064
104,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,89.44056564,130.458122,157.6528821,179.7815666,203.4375439
105,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,88.42350964,129.0098037,156.0792307,178.1102468,201.7356203
106,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,87.42940028,127.5922766,154.5401762,176.4767504,200.0746055
107,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,86.45746962,126.2045692,153.0345901,174.8798077,198.4530419
108,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,85.50698365,124.8457504,151.5613924,173.3182054,196.8695405
109,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,84.57724037,123.5149273,150.1195492,171.7907832,195.3227768
110,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,83.66756811,122.2112437,148.7080699,170.296431,193.811487
111,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,82.77732387,120.9338776,147.3260054,168.8340863,192.3344644
112,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,81.90589185,119.6820401,145.9724457,167.4027318,190.8905568
113,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,81.05268197,118.4549736,144.646518,166.0013925,189.4786628
114,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,80.2171286,117.25195,143.3473847,164.6291342,188.0977294
115,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,79.39868927,116.0722695,142.0742416,163.285061,186.7467492
116,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,78.59684351,114.9152591,140.8263166,161.9683132,185.4247582
117,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,77.81109173,113.7802718,139.6028678,160.678066,184.1308332
118,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,77.04095423,112.6666845,138.403182,159.4135274,182.8640898
119,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,76.28597014,111.5738977,137.2265737,158.1739365,181.6236805
120,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,75.54569659,110.5013339,136.0723831,156.9585623,180.4087924
