bvets vehicle performance table 0.01,,,,,,,,,,,,,,,,,,,,,,,,
#,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11
15,0,0,0,0,0,0,0,0,0,0,0,0,0,1174.83667,2499.20753,5621.93057,8039.165049,11010.66171,14464.51855,18899.85915,24789.1202,31157.54618,38330.25778,44956.47237
16,0,0,0,0,0,0,0,0,0,0,0,0,0,2363.142065,3843.781305,7153.186256,9835.069271,13099.92716,16854.07644,21682.32741,28104.5581,34977.86889,42911.86062,50174.95092
17,0,0,0,0,0,0,0,0,0,0,0,0,183.6181521,3567.737691,5208.557994,8708.88747,11662.90235,15229.89277,19293.52316,24527.37623,31500.80766,38895.9737,47621.17886,55546.21401
18,0,0,0,0,0,0,0,0,0,0,0,261.8615219,1174.83667,4788.623546,6593.537599,10289.03421,13522.66427,17400.55852,21782.8587,27435.00559,34977.86889,42911.86062,52458.21251,61070.26165
19,0,0,0,0,0,0,0,0,0,0,0,1174.83667,2177.682073,6025.799632,7998.720117,11893.62648,15414.35505,19611.92442,24322.08308,30405.2155,38535.74177,47025.52964,57422.96156,66747.09383
20,0,0,0,0,0,0,0,0,0,0,0,2097.666402,3192.154362,7279.265948,9424.105551,13522.66427,17337.97468,21863.99046,26911.19629,33438.00595,42174.42631,51236.98077,62515.42602,72576.71055
21,0,0,0,0,0,0,0,0,0,0,340.8594624,3030.350717,4218.253537,8549.022495,10869.6939,15176.14759,19293.52316,24156.75666,29550.19832,36533.37696,45893.92251,55546.21401,67735.60588,78559.11182
22,0,0,0,0,0,0,0,0,0,0,1174.83667,3972.889617,5255.979597,9835.069271,12335.48516,16854.07644,21281.00049,26490.22301,32239.08919,39691.32851,49694.23037,59953.22936,73083.50115,84694.29763
23,0,0,0,0,0,0,0,0,0,455.0441893,2017.029135,4925.2831,6305.332542,11137.40628,13821.47934,18556.45081,23300.40667,28864.3895,34977.86889,42911.86062,53575.34988,64458.02682,78559.11182,90982.26798
24,0,0,0,0,0,0,0,0,0,1174.83667,2867.436859,5887.531167,7366.312373,12456.03352,15327.67643,20283.27071,25351.7417,31279.25614,37766.53742,46194.97327,57537.28106,69060.60638,84162.4379,97423.02287
25,0,0,0,0,0,0,0,0,0,1900.740532,3726.05984,6859.633817,8438.91909,13790.95098,16854.07644,22034.53614,27435.00559,33734.82294,40605.09477,49540.66647,61580.02389,73760.96804,89893.47938,104016.5623
26,0,0,0,0,0,0,0,0,0,2632.755776,4592.898079,7841.591052,9523.152692,15142.15868,18400.67936,23810.2471,29550.19832,36231.08988,43493.54096,52948.94022,65703.57839,78559.11182,95752.23627,110762.8863
27,0,0,0,0,0,0,0,0,0,3370.882402,5467.951576,8833.40287,10619.01318,16509.65661,19967.4852,25610.40358,31697.31991,38768.05697,46431.87598,56419.79452,69907.94454,83455.0377,101738.7086,117661.9948
28,0,0,0,0,0,0,0,0,541.7273514,4115.12041,6351.220331,9835.069271,11726.50055,17893.44477,21554.49395,27435.00559,33876.37035,41345.7242,49420.09983,59953.22936,74193.12235,88448.74569,107852.8963,124713.8879
29,0,0,0,0,0,0,0,0,1174.83667,4865.469799,7242.704344,10846.59026,12845.61481,19293.52316,23161.70561,29284.05312,36087.34964,43964.09159,52458.21251,63549.24476,78559.11182,93540.23579,114094.7994,131918.5655
30,0,0,0,0,0,0,0,74.47512283,1812.669191,5621.93057,8142.403615,11867.96583,13976.35596,20709.89177,24789.1202,31157.54618,38330.25778,46623.15912,55546.21401,67207.8407,83005.91295,98729.50799,120464.4179,139276.0276
31,0,0,0,0,0,0,0,622.8625252,2455.224916,6384.502722,9050.318144,12899.19598,15118.72398,22142.55062,26436.73769,33055.48477,40605.09477,49322.92681,58684.10435,70929.01719,87533.52574,104016.5623,126961.7518,146786.2743
32,0,0,0,0,0,0,0,1174.83667,3102.503843,7153.186256,9966.44793,13940.28072,16272.7189,23591.4997,28104.5581,34977.86889,42911.86062,52063.39464,61871.88352,74712.77423,92141.95018,109401.3987,133586.8011,154449.3055
33,0,0,0,0,0,0,0,1730.397557,3754.505973,7927.981172,10890.79297,14991.22004,17438.3407,25056.73901,29792.58143,36924.69853,45250.55531,54844.56262,65109.55152,78559.11182,96831.18629,114884.0172,140339.5658,162265.1213
34,0,0,0,0,0,0,233.6291192,2289.545187,4411.231306,8708.88747,11823.35328,16052.01394,18615.58939,26538.26855,31500.80766,38895.9737,47621.17886,57666.43075,68397.10835,82468.02996,101601.2341,120464.4179,147220.046,170233.7216
35,0,0,0,0,0,0,702.9232695,2852.279559,5072.679841,9495.905149,12764.12884,17122.66243,19804.46496,28036.08832,33229.23682,40891.69439,50023.73126,60528.99903,71734.55401,86439.52864,106452.0935,126142.6006,154228.2415,178355.1065
36,0,0,0,0,0,0,1174.83667,3418.600673,5738.85158,10289.03421,13713.11966,18203.1655,21004.96742,29550.19832,34977.86889,42911.86062,52458.21251,63432.26746,75121.8885,90473.60788,111383.7646,131918.5655,161364.1525,186629.2759
37,0,0,0,0,0,0,1649.369321,3988.50853,6409.746521,11088.27465,14670.32573,19293.52316,22217.09676,31080.59855,36746.70387,44956.47237,54924.62261,66376.23603,78559.11182,94570.26766,116396.2473,137792.3124,168627.7788,195056.2298
38,0,0,0,0,0,0,2126.521221,4562.003129,7085.364666,11893.62648,15635.74707,20393.73539,23440.85299,32627.28901,38535.74177,47025.52964,57422.96156,69360.90476,82046.22397,98729.50799,121489.5417,143763.8415,176019.1206,203635.9683
39,0,0,0,0,0,339.2815057,2606.292372,5139.084471,7765.706013,12705.08968,16609.38366,21503.80222,24676.2361,34190.26971,40344.98258,49119.03245,59953.22936,72386.27363,85583.22495,102951.3289,126663.6478,149833.1527,183538.1777,212368.4913
40,0,0,0,0,0,756.0282717,3088.682773,5719.752555,8450.770563,13522.66427,17591.23551,22623.72362,25923.2461,35769.54063,42174.42631,51236.98077,62515.42602,75452.34265,89170.11476,107235.7303,131918.5655,156000.2459,191184.9503,221253.7989
41,0,0,0,0,0,1174.83667,3573.692424,6304.007382,9140.558316,14346.35024,18581.30261,23753.49961,27181.88298,37365.10178,44024.07295,53379.37463,65109.55152,78559.11182,92806.8934,111582.7123,137254.2948,162265.1213,198959.4382,230291.891
42,0,0,0,0,0,1595.706701,4061.321325,6891.848951,9835.069271,15176.14759,19579.58498,24893.13019,28452.14675,38976.95316,45893.92251,55546.21401,67735.60588,81706.58114,96493.56087,115992.2748,142670.8359,168627.7788,206861.6416,239482.7677
43,0,0,0,0,101.3611341,2018.638364,4551.569476,7483.277262,10534.30343,16012.05632,20586.0826,26042.61535,29734.03741,40605.09477,47783.97498,57737.49892,70393.58909,84894.75061,100230.1172,120464.4179,148168.1886,175088.2184,214891.5604,248826.4289
44,0,0,0,0,457.6696398,2443.63166,5044.436878,8078.292316,11238.26079,16854.07644,21600.79549,27201.95509,31027.55495,42249.52662,49694.23037,59953.22936,73083.50115,88123.62022,104016.5623,124999.1415,153746.3529,181646.4401,223049.1946,258322.8746
45,0,0,0,0,815.4948185,2870.686588,5539.923529,8676.894112,11946.94136,17702.20794,22623.72362,28371.14941,32332.69938,43910.24869,51624.68867,62193.40532,75805.34206,91393.18999,107852.8963,129596.4457,159405.3289,188302.4439,231334.5442,267972.1049
46,0,0,0,0,1174.83667,3299.803148,6038.029431,9279.082651,12660.34512,18556.45081,23654.86702,29550.19832,33649.47069,45587.26099,53575.34988,64458.02682,78559.11182,94703.4599,111739.1191,134256.3304,165145.1166,195056.2298,239747.6092,277774.1197
47,0,0,0,0,1535.695194,3730.981341,6538.754583,9884.857932,13378.47209,19416.80507,24694.22568,30739.10182,34977.86889,47280.56352,55546.21401,66747.09383,81344.81043,98054.42996,115675.2307,138978.7957,170965.7159,201907.7979,248288.3896,287728.9191
48,0,0,0,0,1898.070392,4164.221166,7042.098985,10494.21996,14101.32227,20283.27071,25741.79959,31937.85989,36317.89397,48990.15629,57537.28106,69060.60638,84162.4379,101446.1002,119661.2311,143763.8415,176867.1269,208857.148,256956.8854,297836.503
49,0,0,0,205.1948959,2261.962262,4599.522624,7548.062636,11107.16872,14828.89564,21155.84774,26797.58876,33146.47255,37669.54594,50716.03928,59548.55102,71398.56445,87011.99421,104878.4705,123697.1204,148611.4678,182849.3496,215904.2802,265753.0966,308096.8715
50,0,0,0,527.1728925,2627.370805,5036.885715,8056.645539,11723.70423,15561.19222,22034.53614,27861.59319,34364.9398,39032.82479,52458.21251,61580.02389,73760.96804,89893.47938,108351.541,127782.8985,153521.6748,188912.3839,223049.1946,274677.0232,318510.0245
51,0,0,0,850.3868172,2994.296021,5476.310437,8567.847691,12343.82648,16298.212,22919.33593,28933.81288,35593.26162,40407.73053,54216.67596,63631.69968,76147.81717,92806.8934,111865.3117,131918.5655,158494.4622,195056.2298,230291.891,283728.6652,329075.962
52,0,0,0,1174.83667,3362.737911,5917.796792,9081.669093,12967.53547,17039.95499,23810.2471,30014.24782,36831.43804,41794.26316,55991.42964,65703.57839,78559.11182,95752.23627,115419.7825,136104.1212,163529.8302,201280.8875,237632.3696,292908.0226,339794.6841
53,0,0,0,1500.522451,3732.696472,6361.34478,9598.109745,13594.83121,17786.42117,24707.26965,31102.89802,38079.46903,43192.42267,57782.47356,67795.66001,80994.852,98729.50799,119014.9535,140339.5658,168627.7788,207586.3567,245070.6303,302215.0955,350666.1907
54,0,0,45.60721813,1827.44416,4104.171707,6806.9544,10117.16965,14225.71369,18537.61056,25610.40358,32199.76348,39337.35461,44602.20907,59589.8077,69907.94454,83455.0377,101738.7086,122650.8246,144624.8993,173788.3079,213972.6377,252606.673,311649.8837,361690.4819
55,0,0,326.4975656,2155.601796,4477.163615,7254.625652,10638.8488,14860.18291,19293.52316,26519.64889,33304.8442,40605.09477,46023.62235,61413.43208,72040.43199,85939.66893,104779.838,126327.3958,148960.1215,179011.4176,220439.7303,260240.4979,321212.3873,372867.5576
56,0,0,608.33259,2484.995361,4851.672196,7704.358537,11163.1472,15498.23887,20054.15895,27435.00559,34418.14018,41882.68952,47456.66252,63253.34669,74193.12235,88448.74569,107852.8963,130044.6672,153345.2326,184297.1078,226987.6345,267972.1049,330902.6064,384197.4178
57,0,0,891.1122915,2815.624854,5227.69745,8156.153054,11690.06486,16139.88157,20819.51795,28356.47366,35539.65141,43170.13885,48901.32957,65109.55152,76366.01563,90982.26798,110957.8834,133802.6388,157780.2326,189645.3785,233616.3504,275801.494,340720.5408,395680.0626
58,0,0,1174.83667,3147.490275,5605.239376,8610.009204,12219.60176,16785.11102,21589.60015,29284.05312,36669.3779,44467.44276,50357.62351,66982.04659,78559.11182,93540.23579,114094.7994,137601.3105,162265.1213,195056.2298,240325.878,283728.6652,350666.1907,407315.4919
59,0,0,1459.505726,3480.591624,5984.297976,9065.926986,12751.75791,17433.92721,22364.40556,30217.74396,37807.31965,45774.60126,51825.54433,68870.83188,80772.41093,96122.64913,117263.6442,141440.6823,166799.8989,200529.6617,247116.2173,291753.6185,360739.556,419103.7058
60,0,209.8078466,1745.119458,3814.928901,6364.873248,9523.9064,13286.53332,18086.33014,23143.93416,31157.54618,38953.47666,47091.61434,53305.09204,70775.90741,83005.91295,98729.50799,120464.4179,145320.7543,171384.5653,206065.6741,253987.3681,299876.3539,370940.6366,431044.7042
61,0,450.0321934,2031.677868,4150.502106,6746.965193,9983.947447,13823.92797,18742.31982,23928.18597,32103.45979,40107.84893,48418.48201,54796.26663,72697.27317,85259.61788,101360.8124,123697.1204,149241.5264,176019.1206,211664.267,260939.3307,308096.8715,381269.4327,443138.4872
62,0,690.9451129,2319.180954,4487.31124,7130.573811,10446.05013,14363.94187,19401.89624,24717.16099,33055.48477,41270.43645,49755.20426,56299.06812,74634.92915,87533.52574,104016.5623,126961.7518,153202.9987,180703.5646,217325.4405,267972.1049,316415.1711,391725.9442,455385.0547
63,0,932.5466051,2607.628718,4825.356301,7515.699103,10910.21444,14906.57503,20065.0594,25510.8592,34013.62114,42441.23923,51101.78109,57813.49648,76588.87537,89827.6365,106696.7578,130258.312,157205.1712,185437.8975,223049.1946,275085.6908,324831.2528,402310.1711,467784.4068
64,0,1174.83667,2897.021158,5164.63729,7902.341067,11376.44038,15451.82743,20731.8093,26309.28062,34977.86889,43620.25727,52458.21251,59339.55173,78559.11182,92141.95018,109401.3987,133586.8011,161248.0438,190222.1193,228835.5292,282280.0883,333345.1167,413022.1134,480336.5433
65,0,1417.815308,3187.358276,5505.154207,8290.499704,11844.72796,15999.69908,21402.14594,27112.42524,35948.22802,44807.49057,53824.49851,60877.23387,80545.6385,94476.46678,112130.4852,136947.2191,165331.6165,195056.2298,234684.4443,289555.2975,341956.7626,423861.771,493041.4645
66,0,1661.482518,3478.640071,5846.907052,8680.175013,12315.07717,16550.18999,22076.06933,27920.29307,36924.69853,46002.93912,55200.63909,62426.54289,82548.45541,96831.18629,114884.0172,140339.5658,169455.8894,199940.2292,240595.94,296911.3183,350666.1907,434829.1441,505899.1702
67,0,1905.838301,3770.866542,6189.895826,9071.366996,12787.48801,17103.30014,22753.57946,28732.88409,37907.28042,47206.60294,56586.63426,63987.4788,84567.56254,99206.10871,117661.9948,143763.8415,173620.8624,204874.1175,246570.0162,304348.1508,359473.4009,445924.2327,518909.6604
68,89.25349395,2150.882657,4064.037691,6534.120527,9464.075652,13261.96048,17659.02954,23434.67633,29550.19832,38895.9737,48418.48201,57982.48401,65560.04159,86602.95991,101601.2341,120464.4179,147220.046,177826.5356,209857.8945,252606.673,311865.795,368378.3931,457147.0366,532072.9351
69,305.2531913,2396.615585,4358.153516,6879.581157,9858.300981,13738.49459,18217.3782,24119.35994,30372.23576,39890.77836,49638.57634,59388.18834,67144.23127,88654.64751,104016.5623,123291.2865,150708.1793,182072.9089,214891.5604,258705.9104,319464.2508,377381.1675,468497.5559,545388.9944
70,521.8113575,2643.037086,4653.214019,7226.277714,10254.04298,14217.09033,18778.3461,24807.6303,31198.99639,40891.69439,50866.88592,60803.74726,68740.04784,90722.62534,106452.0935,126142.6006,154228.2415,186359.9824,219975.1151,264867.7283,327143.5183,386481.724,479975.7906,558857.8383
71,738.9279927,2890.14716,4949.219199,7574.210199,10651.30166,14697.7477,19341.93326,25499.4874,32030.48023,41898.72181,52103.41077,62229.16077,70347.49129,92806.8934,108907.8276,129018.3603,157780.2326,190687.7561,225108.5587,271092.1267,334903.5974,395680.0626,491581.7407,572479.4667
72,956.6030969,3137.945807,5246.169056,7923.378613,11050.077,15180.4667,19908.13966,26194.93124,32866.68727,42911.86062,53348.15087,63664.42885,71966.56162,94907.45169,111383.7646,131918.5655,161364.1525,195056.2298,230291.891,277379.1057,342744.4882,404976.1833,503315.4063,586253.8796
73,1174.83667,3386.433026,5544.063589,8273.782954,11450.36902,15665.24734,20476.96532,26893.96183,33707.61752,43931.1108,54601.10623,65109.55152,73597.25884,97024.30021,113879.9045,134843.2162,164980.0012,199465.4038,235525.1122,283728.6652,350666.1907,414370.0861,515176.7872,600181.0771
74,1393.628712,3635.608818,5842.9028,8625.423224,11852.17772,16152.08961,21048.41022,27596.57915,34553.27096,44956.47237,55862.27685,66564.52878,75239.58295,99157.43896,116396.2473,137792.3124,168627.7788,203915.2778,240808.2223,290140.8053,358668.7048,423861.771,527165.8835,614261.0591
75,1612.979223,3885.473183,6142.686688,8978.299422,12255.50308,16640.99351,21622.47438,28302.78322,35403.64761,45987.94531,57131.66273,68029.36061,76893.53394,101306.8679,118932.793,140765.8542,172307.4852,208405.8521,246141.2211,296615.5259,366752.0306,433451.2381,539282.6953,628493.8256
76,1832.888203,4136.026121,6443.415253,9332.411547,12660.34512,17131.95904,22199.15778,29012.57403,36258.74747,47025.52964,58409.26386,69504.04703,78559.11182,103472.5872,121489.5417,143763.8415,176019.1206,212937.1264,251524.1088,303152.8271,374916.168,443138.4872,551527.2224,642879.3767
77,2053.355652,4387.267631,6745.088494,9687.759601,13066.70383,17624.98621,22778.46044,29725.95158,37118.57052,48069.22535,59695.08025,70988.58804,80236.31658,105654.5966,124066.4933,146786.2743,179762.6847,217509.101,256956.8854,309752.7088,383161.1171,452923.5184,563899.465,657417.7124
78,2274.38157,4639.197714,7047.706413,10044.34358,13474.57922,18120.07501,23360.38234,30442.91588,37983.11678,49119.03245,60989.1119,72482.98363,81925.14823,107852.8963,126663.6478,149833.1527,183538.1777,222121.7756,262439.5507,316415.1711,391486.8779,462806.3318,576399.423,672108.8326
79,2495.965957,4891.816369,7351.269009,10402.16349,13883.97128,18617.22544,23944.9235,31163.46692,38852.38624,50174.95092,62291.35881,73987.2338,83625.60677,110067.4862,129281.0052,152904.4765,187345.5996,226775.1504,267972.1049,323140.2139,399893.4503,472786.9272,589027.0963,686952.7373
80,2718.108812,5145.123598,7655.776282,10761.21933,14294.88001,19116.4375,24532.0839,31887.6047,39726.37891,51236.98077,63601.82098,75501.33856,85337.69219,112298.3663,131918.5655,156000.2459,191184.9503,231469.2254,273554.5479,329927.8373,408380.8343,482865.3048,601782.4851,701949.4265
81,2940.810137,5399.119399,7961.228232,11121.5111,14707.30541,19617.7112,25121.86356,32615.32922,40605.09477,52305.12201,64920.4984,77025.2979,87061.40449,114545.5367,134576.3287,159120.4609,195056.2298,236204.0005,279186.8798,336778.0412,416949.0301,493041.4645,614665.5893,717098.9004
82,3164.069931,5653.803773,8267.624859,11483.03879,15121.24749,20121.04653,25714.26246,33346.64049,41488.53384,53379.37463,66247.39108,78559.11182,88796.74368,116808.9973,137254.2948,162265.1213,198959.4382,240979.4758,284869.1005,343690.8257,425598.0375,503315.4063,627676.4089,732401.1587
83,3387.888193,5909.176719,8574.966162,11845.80241,15536.70624,20626.44349,26309.28062,34081.5385,42376.69612,54459.73863,67582.49902,80102.78033,90543.70976,119088.7481,139952.4639,165434.2273,202894.5755,245795.6512,290601.21,350666.1907,434327.8565,513687.1301,640814.9438,747856.2016
84,3612.264925,6165.238238,8883.252143,12209.80196,15953.68166,21133.90208,26906.91803,34820.02325,43269.58159,55546.21401,68925.82222,81656.30342,92302.30272,121384.7891,142670.8359,168627.7788,206861.6416,250652.5268,296383.2083,357704.1363,443138.4872,524156.6361,654081.1942,763464.029
85,3837.200125,6421.98833,9192.482801,12575.03744,16372.17376,21643.4223,27507.17468,35562.09474,44167.19027,56638.80078,70277.36067,83219.68109,94072.52257,123697.1204,145409.4108,171845.7758,210860.6366,255550.1025,302215.0955,364804.6624,452029.9296,534723.9242,667475.16,779224.641
86,4062.693795,6679.426995,9502.658136,12941.50885,16792.18252,22155.00416,28110.05059,36307.75297,45069.52215,57737.49892,71637.11439,84792.91335,95854.3693,126025.7419,148168.1886,175088.2184,214891.5604,260488.3783,308096.8715,371967.769,461002.1836,545388.9944,680996.8412,795138.0375
87,4288.745933,6937.554232,9813.778148,13309.21618,17213.70797,22668.64765,28715.54574,37056.99795,45976.57724,58842.30845,73005.08336,86376.00019,97647.84292,128370.6537,150947.1693,178355.1065,218954.4131,265467.3543,314028.5363,379193.4563,470055.2493,556151.8467,694646.2379,811204.2186
88,4515.35654,7196.370042,10125.84284,13678.15944,17636.75008,23184.35277,29323.66015,37809.82967,46888.35552,59953.22936,74381.26759,87968.94162,99452.94342,130731.8556,153746.3529,181646.4401,223049.1946,270487.0305,320010.09,386481.724,479189.1266,567012.4812,708423.3499,827423.1842
89,4742.525617,7455.874425,10438.8522,14048.33863,18061.30887,23702.11953,29934.39381,38566.24813,47804.85701,61070.26165,75765.66707,89571.73763,101269.6708,133109.3478,156565.7395,184962.2192,227175.9049,275547.4068,326041.5324,393832.5723,488403.8156,577970.8977,722328.1773,843794.9344
90,4970.253162,7716.06738,10752.80625,14419.75375,18487.38433,24221.94792,30547.74671,39326.25334,48726.08171,62193.40532,77158.28182,91184.38822,103098.0251,135503.1303,159405.3289,188302.4439,231334.5442,280648.4833,332122.8638,401246.0012,497699.3163,589027.0963,736360.7201,860319.4691
91,5198.539176,7976.948909,11067.70497,14792.4048,18914.97646,24743.83794,31163.71887,40089.84529,49652.0296,63322.66038,78559.11182,92806.8934,104938.0062,137913.2029,162265.1213,191667.1141,235525.1122,285790.2599,338254.0839,408722.0106,507075.6286,600181.0771,750520.9783,876996.7883
92,5427.383659,8238.51901,11383.54836,15166.29177,19344.08526,25267.78959,31782.31028,40857.02398,50582.7007,64458.02682,79968.15708,94439.25316,106789.6143,140339.5658,165145.1166,195056.2298,239747.6092,290972.7366,344435.1929,416260.6005,516532.7526,611432.8399,764808.952,893826.8921
93,5656.786611,8500.777683,11700.33644,15541.41467,19774.71074,25793.80287,32403.52093,41627.78941,51518.095,65599.50463,81385.4176,96081.46751,108652.8492,142782.219,168045.3148,198469.7911,244002.0349,296195.9135,350666.1907,423861.771,526070.6882,622782.3849,779224.641,910809.7804
94,5886.748032,8763.72493,12018.06919,15917.7735,20206.85289,26321.87779,33027.35084,42402.14158,52458.21251,66747.09383,82810.89338,97733.53644,110527.711,145241.1623,170965.7159,201907.7979,248288.3896,301459.7906,356947.0773,431525.5221,535689.4355,634229.7119,793768.0455,927945.4532
95,6117.267922,9027.360749,12336.74662,16295.36826,20640.51172,26852.01434,33653.8,43180.0805,53403.05321,67900.79441,84244.58441,99395.45995,112414.1997,147716.3959,173906.32,205370.2502,252606.673,306764.3678,363277.8528,439251.8537,545388.9944,645774.8211,808439.1653,945233.9107
96,6348.346281,9291.68514,12656.36872,16674.19895,21075.68722,27384.21252,34282.86841,43961.60616,54352.61712,69060.60638,85686.4907,101067.238,114312.3153,150207.9197,176867.1269,208857.148,256956.8854,312109.6451,369658.5171,447040.7659,555169.365,657417.7124,823238.0006,962675.1526
97,6579.983109,9556.698105,12976.9355,17054.26556,21512.37939,27918.47234,34914.55606,44746.71856,55306.90424,70226.52972,87136.61225,102748.8707,116222.0578,152715.7338,179848.1368,212368.4913,261339.0265,317495.6226,376089.0702,454892.2585,565030.5473,669158.3858,838164.5512,980269.1791
98,6812.178405,9822.399642,13298.44696,17435.56811,21950.58823,28454.79378,35548.86297,45535.4177,56265.91455,71398.56445,88594.94906,104440.358,118143.4272,155239.838,182849.3496,215904.2802,265753.0966,322922.3003,382569.5122,462806.3318,574972.5412,680996.8412,853218.8173,998015.9901
99,7044.932171,10088.78975,13620.9031,17818.10658,22390.31375,28993.17686,36185.78913,46327.70359,57229.64807,72576.71055,90061.50113,106141.6998,120076.4234,157780.2326,185870.7653,219464.5146,270199.0955,328389.678,389099.843,470782.9856,584995.3468,692933.0788,868400.7988,1015915.586
100,7278.244406,10355.86843,13944.30391,18201.88097,22831.55594,29533.62158,36825.33454,47123.57622,58198.10479,73760.96804,91536.26845,107852.8963,122021.0465,160336.9173,188912.3839,223049.1946,274677.0232,333897.756,395680.0626,478822.2199,595098.9641,704967.0985,883710.4957,1033967.966
101,7512.11511,10623.63569,14268.6494,18586.8913,23274.3148,30076.12792,37467.49919,47923.03559,59171.28472,74951.33692,93019.25103,109573.9473,123977.2966,162909.8923,191974.2054,226658.32,279186.8798,339446.5341,402310.1711,486924.0348,605283.393,717098.9004,899147.9079,1052173.13
102,7746.544282,10892.09152,14593.93957,18973.13756,23718.59033,30620.6959,38112.2831,48726.08171,60149.18784,76147.81717,94510.44887,111304.8529,125945.1735,165499.1575,195056.2298,230291.891,283728.6652,345036.0123,408990.1683,495088.4303,615548.6335,729328.4843,914713.0356,1070531.08
103,7981.531924,11161.23592,14920.17441,19360.61974,24164.38254,31167.32551,38759.68626,49532.71456,61131.81417,77350.4088,96009.86197,113045.6131,127924.6772,168104.7129,198158.4572,233949.9075,288302.3795,350666.1907,415720.0545,503315.4063,625894.6858,741655.8503,930405.8787,1089041.813
104,8217.078034,11431.06889,15247.35393,19749.33785,24611.69142,31716.01675,39409.70867,50342.93416,62119.16371,78559.11182,97517.49032,114796.2278,129915.8079,170726.5585,201280.8875,237632.3696,292908.0226,356337.0692,422499.8294,511604.9628,636321.5496,754080.9984,946226.4372,1107705.332
105,8453.182614,11701.59044,15575.47813,20139.29189,25060.51697,32266.76962,40062.35033,51156.7405,63111.23644,79773.92622,99033.33394,116556.6972,131918.5655,173364.6944,204423.5206,241339.2772,297545.5946,362048.6479,429329.4932,519957.0999,646829.2252,766603.9287,962174.7111,1126521.635
106,8689.845662,11972.80056,15904.54701,20530.48185,25510.8592,32819.58413,40717.61123,51974.13359,64108.03238,80994.852,100557.3928,118327.0211,133932.9499,176019.1206,207586.3567,245070.6303,302215.0955,367800.9268,436209.0458,528371.8175,657417.7124,779224.641,978250.7004,1145490.722
107,8927.067179,12244.69925,16234.56056,20922.90775,25962.7181,33374.46027,41375.49139,52795.11341,65109.55152,82221.88916,102089.6669,120107.1996,135958.9612,178689.8369,210769.3957,248826.4289,306916.5252,373593.9057,443138.4872,536849.1157,668087.0112,791943.1355,994454.4052,1164612.594
108,9164.847165,12517.28651,16565.51879,21316.56957,26416.09367,33931.39804,42035.9908,53619.67998,66115.79387,83455.0377,103630.1563,121897.2327,137996.5995,181376.8435,213972.6377,252606.673,311649.8837,379427.5849,450117.8175,545388.9944,678837.1217,804759.412,1010785.825,1183887.25
109,9403.185621,12790.56235,16897.4217,21711.46732,26870.98592,34490.39744,42699.10946,54447.83329,67126.75941,84694.29763,105178.861,123697.1204,140045.8646,184080.1403,217196.0825,256411.3627,316415.1711,385301.9641,457147.0366,553991.4537,689668.0439,817673.4707,1027244.961,1203314.691
