bvets vehicle performance table 0.01,,,,,,,,,,,,,,,,,,,,,,,,
#,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11
14,0,0,0,0,0,0,0,0,0,0,0,0,312.9498148,4309.765443,6141.550766,8443.265474,11419.20996,15409.98686,20203.15467,25461.35339,32063.57767,39322.3049,46122.1833,54703.06789
15,0,0,0,0,0,0,0,0,0,0,0,452.7201221,1556.038317,5827.11448,7850.223325,10396.0847,13693.42031,18124.42958,23390.17759,29089.87721,36255.29231,44355.93826,51864.36473,61354.41951
16,0,0,0,0,0,0,0,0,0,0,0,1626.971762,2818.186044,7370.233155,9590.222683,12387.80031,16017.21241,20904.23315,26659.92284,32816.84743,40566.1271,49545.15713,57792.67141,68232.39686
17,0,0,0,0,0,0,0,0,0,0,759.0794474,2818.186044,4099.392995,8939.121468,11361.54884,14418.41229,18390.58626,23749.39757,30012.39041,36642.26406,44996.08204,54889.9615,63907.10332,75336.99995
18,0,0,0,0,0,0,0,0,0,0,1782.230157,4026.362967,5399.65917,10533.77942,13164.20179,16487.92065,20813.54186,26659.92284,33447.58031,40566.1271,49545.15713,60390.35138,70207.66046,82668.22877
19,0,0,0,0,0,0,0,0,0,98.70606413,2818.186044,5251.502532,6718.984569,12154.20701,14998.18155,18596.32538,23286.07921,29635.80896,36965.49254,44588.43654,54213.35237,66046.32676,76694.34285,90226.08333
20,0,0,0,0,0,0,0,0,0,995.1913964,3866.947106,6493.604739,8057.369193,13800.40423,16863.4881,20743.62649,25808.19831,32677.05594,40566.1271,48709.19239,59000.66777,71857.88764,83367.15047,98010.56361
21,0,0,0,0,0,0,0,0,0,1901.684723,4928.513345,7752.669588,9414.813041,15472.3711,18760.12145,22929.82397,28379.89915,35783.66376,44249.48398,52928.39465,63907.10332,77825.03403,90226.08333,106021.6696
22,0,0,0,0,0,0,0,0,502.9536586,2818.186044,6002.88476,9028.697079,10791.31611,17170.1076,20688.0816,25154.91783,31001.18175,38955.63244,48015.56319,57246.04331,68932.65901,83947.76593,97271.14142,114259.4014
23,0,0,0,0,0,0,0,0,1267.480093,3744.695359,7090.061351,10321.68721,12186.87841,18893.61374,22647.36855,27418.90807,33672.04609,42192.96197,51864.36473,61662.13838,74077.33486,90226.08333,104502.3248,122723.7589
24,0,0,0,0,0,0,0,144.4362154,2039.224221,4681.212668,8190.043118,11631.63998,13601.49993,20642.88952,24637.98229,29721.79468,36392.49218,45495.65235,55795.8886,66176.67985,79341.13087,96659.98623,111919.6333,131414.7421
25,0,0,0,0,0,0,0,804.715652,2818.186044,5627.737972,9302.830062,12958.5554,15035.18068,22417.93494,26659.92284,32063.57767,39162.52002,48863.70358,59810.13479,70789.66774,84724.04702,103249.4746,119523.0671,140332.3511
26,0,0,0,0,0,0,0,1470.433769,3604.365561,6584.27127,10428.42218,14302.43346,16487.92065,24218.75,28713.19018,34444.25704,41982.12961,52297.11566,63907.10332,75501.10202,90226.08333,109994.5485,127312.6262,149476.5858
27,0,0,0,0,0,0,502.9536586,2141.590566,4397.762773,7550.812562,11566.81948,15663.27416,17959.71984,26045.33469,30797.78433,36863.83278,44851.32095,55795.8886,68086.79416,80310.98272,95847.23978,116895.208,135288.3105,158847.4462
28,0,0,0,0,0,0,1075.671825,2818.186044,5198.377679,8527.361848,12718.02195,17041.0775,19450.57826,27897.68902,32913.70527,39322.3049,47770.09404,59360.02239,72349.20734,85219.30982,101587.5164,123951.4529,143450.12,168444.9324
29,0,0,0,0,0,0,1652.449945,3500.220202,6006.210279,9513.919129,13882.0296,18435.84348,20960.4959,29775.81299,35060.95301,41819.67339,50738.44887,62989.51702,76694.34285,90226.08333,107446.9132,131163.2833,151798.0547,178269.0443
30,0,0,0,0,0,312.9498148,2233.288018,4187.69304,6821.260574,10510.4844,15058.84242,19847.57211,22489.47277,31679.7066,37239.52754,44355.93826,53756.38546,66684.37251,81122.20068,95331.30324,113425.4301,138530.6992,160332.1147,188319.7819
31,0,0,0,0,0,807.8981088,2818.186044,4880.604558,7643.528563,11517.05767,16248.46042,21276.26337,24037.50886,33609.36984,39449.42888,46931.09951,56823.90379,70444.58885,85632.78084,100534.9696,119523.0671,146053.7007,169052.2999,198597.1453
32,0,0,0,0,0,1305.895879,3407.144023,5578.954757,8473.014247,12533.63894,17450.8836,22721.91728,25604.60417,35564.80272,41690.65702,49545.15713,59941.00388,74270.16604,90226.08333,105837.0823,125739.8243,153732.2876,177958.6104,209101.1344
33,0,0,0,0,0,1806.943125,4000.161955,6282.743636,9309.717625,13560.22819,18666.11195,24184.53383,27190.75871,37546.00525,43963.21195,52198.11113,63107.68571,78161.10409,94902.10814,111237.6414,132075.7017,161566.46,187051.0461,219831.7492
34,0,0,0,0,96.35493937,2311.039846,4597.23984,6991.971196,10153.6387,14596.82545,19894.14548,25664.11302,28795.97247,39552.9774,46267.09368,54889.9615,66323.94929,82117.40298,99660.85528,116736.647,138530.6992,169556.218,196329.6071,230788.9898
35,0,0,0,0,543.7274577,2818.186044,5198.377679,7706.637435,11004.77746,15643.43069,21134.98419,27160.65485,30420.24546,41585.7192,48602.30221,57620.70825,69589.79462,86139.06273,104502.3248,122334.0989,145104.8169,177701.5614,205794.2932,241972.8561
36,0,0,0,0,993.6063757,3328.381717,5803.57547,8426.742355,11863.13392,16700.04393,22388.62807,28674.15933,32063.57767,43644.23064,50968.83754,60390.35138,72905.2217,90226.08333,109426.5165,128029.9973,151798.0547,186002.4904,215445.1046,253383.3481
37,0,0,0,0,1445.991693,3841.626867,6412.833215,9152.285956,12728.70808,17766.66517,23655.07713,30204.62645,33725.96911,45728.51171,53366.69967,63198.89088,76270.23053,94378.46477,114433.4307,133824.342,158610.4127,194459.0048,225282.0413,265020.4659
38,0,0,0,21.51706671,1900.88341,4357.921492,7026.150912,9883.268237,13601.49993,18843.2944,24934.33136,31752.05621,35407.41977,47838.56242,55795.8886,66046.32676,79684.8211,98596.20707,119523.0671,139717.1332,165541.8908,203071.1048,235305.1032,276884.2094
39,0,0,0,415.2035222,2358.281527,4877.265593,7643.528563,10619.6892,14481.50947,19929.93162,26226.39077,33316.44861,37107.92966,49974.38277,58256.40433,68932.65901,83148.99343,102879.3102,124695.4259,145708.3707,172592.4891,211838.7903,245514.2903,288974.5787
40,0,0,0,810.8358725,2818.186044,5399.65917,8264.966167,11361.54884,15368.73671,21026.57684,27531.25536,34897.80365,38827.49876,52135.97276,60748.24685,71857.88764,86662.7475,107227.7742,129950.507,151798.0547,179762.2075,220762.0612,255909.6027,301291.5737
41,0,0,0,1208.414117,3280.59696,5925.102223,8890.463724,12108.84716,16263.18165,22133.23005,28848.92512,36496.12133,40566.1271,54323.33238,63271.41617,74822.01265,90226.08333,111641.5991,135288.3105,157986.1851,187051.0461,229840.9177,266491.0403,313835.1944
42,0,0,0,1607.938257,3745.514275,6453.594751,9520.021234,12861.58416,17164.84427,23249.89126,30179.40006,38111.40166,42323.81466,56536.46165,65825.91229,77825.03403,93839.0009,116120.7848,140708.8362,164272.7619,194459.0048,239075.3597,277258.6031,326605.4408
43,0,0,0,2009.408291,4212.937991,6985.136756,10153.6387,13619.75984,18073.7246,24376.56046,31522.68018,39743.64462,44100.56144,58775.36055,68411.73521,80866.95179,97501.50022,120665.3313,146212.0843,170657.7851,201986.0837,248465.3872,288212.2912,339602.313
44,0,0,303.3006544,2412.82422,4682.868106,7519.728237,10791.31611,14383.37421,18989.82261,25513.23765,32878.76547,41392.85023,45896.36744,61040.02909,71028.88493,83947.76593,101213.5813,125275.2388,151798.0547,177141.2547,209632.2828,258011.0002,299352.1045,352825.8109
45,0,0,657.8658463,2818.186044,5155.30462,8057.369193,11433.05348,15152.42725,19913.13832,26659.92284,34247.65594,43059.01848,47711.23268,63330.46726,73677.36145,87067.47644,104975.2441,129950.507,157466.7475,183723.1707,217397.602,267712.1987,310678.043,366275.9346
46,0,0,1013.999088,3225.493762,5630.247534,8598.059625,12078.85081,15926.91897,20843.67173,27816.61602,35629.35158,44742.14938,49545.15713,65646.67508,76357.16477,90226.08333,108786.4887,134691.1361,163218.1625,190403.5331,225282.0413,277568.9827,322190.1068,379952.684
47,0,0,1371.70038,3634.747375,6107.696848,9141.799533,12728.70808,16706.84938,21781.42283,28983.3172,37023.8524,46442.24291,51398.14081,67988.65253,79068.29488,93423.58659,112647.315,139497.1261,169052.2999,197182.3419,233285.6008,287581.3522,333888.2958,393856.0591
48,0,0,1730.969721,4045.946883,6587.652562,9688.588917,13382.62531,17492.21846,22726.39162,30160.02637,38431.1584,48159.29909,53270.18371,70356.39963,81810.75179,96659.98623,116557.7231,144368.4769,174969.1597,204059.5972,241408.2804,297749.3072,345772.6101,407986.06
49,0,59.12329438,2091.807112,4459.092285,7070.114675,10238.42778,14040.60249,18283.02622,23678.57811,31346.74354,39851.26957,49893.3179,55161.28584,72749.91635,84584.53551,99935.28224,120517.7129,149305.1886,180968.7417,211035.2988,249650.0802,308072.8477,357843.0496,422342.6865
50,0,398.9334048,2454.212553,4874.183582,7555.083187,10791.31611,14702.63963,19079.27267,24637.98229,32543.4687,41284.18592,51644.29936,57071.44719,75169.20272,87389.64602,103249.4746,124527.2844,154307.2611,187051.0461,218109.4468,258011.0002,318551.9737,370099.6143,436925.9389
51,0,740.1928676,2818.186044,5291.220774,8042.558099,11347.25392,15368.73671,19880.95779,25604.60417,33750.20185,42729.90744,53412.24347,59000.66777,77614.25873,90226.08333,106602.5634,128586.4377,159374.6945,193216.0728,225282.0413,266491.0403,329186.6852,382542.3043,451735.8169
52,0,1082.901683,3183.727584,5710.20386,8532.539411,11906.24121,16038.89375,20688.0816,26578.44374,34966.943,44188.43415,55197.15021,60948.94757,80085.08437,93093.84743,109994.5485,132695.1728,164507.4887,199463.8219,232553.0821,275090.2005,339976.9822,395171.1195,466772.3207
53,155.6295156,1427.05985,3550.837175,6131.132841,9025.027123,12468.27798,16713.11075,21500.64408,27559.50101,36193.69214,45659.76602,56999.01959,62916.28659,82581.67965,95992.93834,113425.4301,136853.4896,169705.6437,205794.2932,239922.5694,283808.4809,350922.8648,407986.06,482035.4503
54,418.002574,1772.66737,3919.514815,6554.007717,9520.021234,13033.36422,17391.3877,22318.64525,28547.77597,37430.44928,47143.90308,58817.85162,64902.68484,85104.04457,98923.35604,116895.208,141061.3882,174969.1597,212207.4869,247390.5031,292645.8815,362024.3328,420987.1256,497525.2055
55,681.2384312,2119.724242,4289.760505,6978.828487,10017.52174,13601.49993,18073.7246,23142.0851,29543.26862,38677.21441,48640.84531,60653.64629,66908.14232,87652.17913,101885.1005,120403.8822,145318.8685,180298.0364,218703.4029,254956.8831,301602.4022,373281.3863,434174.3165,513241.5865
56,945.3370872,2468.230467,4661.574245,7405.595153,10517.52865,14172.68512,18760.12145,23970.96362,30545.97897,39933.98754,50150.59271,62506.4036,68932.65901,90226.08333,104878.1718,123951.4529,149625.9305,185692.2741,225282.0413,262621.7096,310678.043,384694.0254,447547.6327,529184.5932
57,1210.298542,2818.186044,5034.956034,7834.307712,11020.04196,14746.91979,19450.57826,24805.28083,31555.90702,41200.76866,51673.1453,64376.12355,70976.23494,92825.75716,107902.57,127537.9199,153982.5743,191151.8725,231943.402,270384.9825,319872.804,396262.2499,461107.0741,545354.2257
58,1476.122795,3169.590973,5409.905874,8264.966167,11525.06167,15324.20393,20145.09502,25645.03672,32573.05275,42477.55777,53208.50305,66262.80614,73038.87008,95451.20063,110958.2948,131163.2833,158388.7999,196676.8319,238687.485,278246.7018,329186.6852,407986.06,474852.6407,561750.4839
59,1742.809848,3522.445255,5786.423763,8697.570516,12032.58778,15904.53755,20843.67173,26490.23128,33597.41619,43764.35488,54756.66599,68166.45138,75120.56445,98102.41374,114045.3465,134827.5431,162844.6072,202267.1521,245514.2903,286206.8675,338619.6865,419865.4555,488784.3326,578373.3679
60,2010.359698,3876.748889,6164.509702,9132.12076,12542.62029,16487.92065,21546.30839,27340.86453,34628.99731,45061.15998,56317.6341,70087.05926,77221.31805,100779.3965,117163.725,138530.6992,167349.9963,207922.8331,252423.818,294265.4796,348171.808,431900.4366,502902.1497,595222.8775
61,2278.772348,4232.501875,6544.163691,9568.616898,13055.1592,17074.35322,22253.00501,28196.93646,35667.79613,46367.97308,57891.40739,72024.62978,79341.13087,103482.1489,120313.4303,142272.7518,171904.9671,213643.875,259416.068,302422.5381,357843.0496,444091.0031,517206.092,612299.0129
62,2548.047797,4589.704213,6925.38573,10007.05893,13570.20451,17663.83526,22963.76159,29058.44707,36713.81265,47684.79417,59477.98585,73979.16294,81480.00291,106210.6709,123494.4624,146053.7007,176509.5196,219430.2777,266491.0403,310678.043,367633.4114,456437.1552,531696.1596,629601.7741
63,2818.186044,4948.355904,7308.175818,10447.44686,14087.75622,18256.36678,23678.57811,29925.39636,37767.04686,49011.62326,61077.36949,75950.65874,83637.93418,108964.9626,126706.8213,149873.5459,181163.6539,225282.0413,273648.7349,319031.9944,377542.8933,468938.8928,546372.3524,647131.1609
64,3089.18709,5308.456948,7692.533957,10889.78068,14607.81432,18851.94778,24397.45459,30797.78433,38827.49876,50348.46034,62689.55831,77939.11718,85814.92467,111745.0239,129950.507,153732.2876,185867.37,231199.1657,280889.1519,327484.3921,387571.4954,481596.2158,561234.6705,664887.1736
65,3361.050934,5670.007343,8078.460145,11334.0604,15130.37883,19450.57826,25120.39102,31675.61097,39895.16836,51695.30541,64314.5523,79944.53827,88010.97438,114550.8548,133225.5195,157629.9256,190620.6677,237181.651,288212.2912,336035.2362,397719.2176,494409.1244,576283.1138,682869.8119
66,3633.777578,6033.007091,8465.954383,11780.28601,15655.44974,20052.25821,25847.38741,32558.8763,40970.05566,53052.15848,65952.35147,81966.922,90226.08333,117382.4554,136531.8588,161566.46,195423.5473,243229.4972,295618.1528,344684.5268,407986.06,507377.6185,591517.6823,701079.076
67,3907.36702,6397.456192,8855.01667,12228.45752,16183.02704,20656.98763,26578.44374,33447.58031,42052.16064,54419.01954,67602.95581,84006.26837,92460.25149,120239.8256,139869.5249,165541.8908,200276.0086,249342.7042,303106.7368,353432.2637,418372.0225,520501.6981,606938.3761,719514.9658
68,4181.819261,6763.354645,9245.647008,12678.57492,16713.11075,21264.76653,27313.56003,34341.723,43141.48333,55795.8886,69266.36533,86062.57738,94713.47888,123122.9654,143238.5178,169556.218,205178.0516,255521.272,310678.043,362278.4471,428877.1052,533781.3632,622545.1951,738177.4813
69,4457.1343,7130.70245,9637.845395,13130.63821,17245.70085,21875.59491,28052.73628,35241.30437,44238.0237,57182.76565,70942.58003,88135.84903,96985.76549,126031.8749,146638.8375,173609.4415,210129.6764,261765.2007,318332.0716,371223.0768,439501.308,547216.6138,638338.1393,757066.6226
70,4733.312139,7499.499607,10031.61183,13584.64741,17780.79736,22489.47277,28795.97247,36146.32442,45341.78177,58579.6507,72631.5999,90226.08333,99277.11133,128966.5541,150070.4839,177701.5614,215130.883,268074.4902,326068.8226,380266.153,450244.631,560807.4499,654317.2088,776182.3896
71,5010.352776,7869.746117,10426.94632,14040.60249,18318.40026,23106.40009,29543.26862,37056.78316,46452.75754,59986.54374,74333.42495,92333.28026,101587.5164,131927.0028,153533.4572,181832.5777,220181.6713,274449.1406,333888.2958,389407.6756,461107.0741,574553.8715,670482.4035,795524.7824
72,5288.256212,8241.441979,10823.84886,14498.50347,18858.50957,23726.3769,30294.62473,37972.68057,47570.951,61403.44477,76048.05518,94457.43984,103916.9807,134913.2212,157027.7573,186002.4904,225282.0413,280889.1519,341790.4914,398647.6446,472088.6374,588455.8786,686833.7234,815093.8009
73,5567.022446,8614.587193,11222.31944,14958.35035,19401.12527,24349.40318,31050.04078,38894.01666,48696.36215,62830.3538,77775.49058,96598.56206,106265.5042,137925.2093,160553.3842,190211.2994,230431.9931,287394.524,349775.4094,407986.06,483189.3208,602513.4712,703371.1686,834889.4451
74,5846.65148,8989.18176,11622.35808,15420.14312,19946.24738,24975.47894,31809.51679,39820.79143,49828.991,64267.27082,79515.73116,98756.64692,108633.0869,140962.9669,164110.3378,194459.0048,235631.5266,293965.2569,357843.0496,417422.9217,494409.1244,616726.6493,720094.739,854911.7151
75,6127.143312,9365.225679,12023.96477,15883.88178,20493.87588,25604.60417,32573.05275,40753.00488,50968.83754,65714.19584,81268.77691,100931.6944,111019.7289,144026.4943,167698.6183,198745.6066,240880.6419,300601.3507,365993.4122,426958.2299,505748.0481,631095.4129,737004.4347,875160.6107
76,6408.497943,9742.718951,12427.1395,16349.56634,21044.01078,26236.77888,33340.64867,41690.65702,52115.90178,67171.12885,83034.62784,103123.7046,113425.4301,147115.7912,171318.2256,203071.1048,246179.3389,307302.8054,374226.4971,436591.9846,517206.092,645619.762,754100.2556,895636.1322
77,6690.715372,10121.66157,12831.88229,16817.19679,21596.65208,26872.00306,34112.30454,42633.74783,53270.18371,68638.06985,84813.28395,105332.6774,115850.1905,150230.8578,174969.1597,207435.4994,251527.6177,314069.6209,382542.3043,446324.1856,528783.2561,660299.6967,771382.2017,916338.2793
78,6973.795601,10502.05355,13238.19312,17286.77314,22151.79979,27510.27673,34888.02036,43582.27732,54431.68334,70115.01885,86604.74523,107558.6128,118294.0101,153371.694,178651.4205,211838.7903,256925.4783,320901.7973,390940.8339,456154.833,540479.5403,675135.2168,788850.2731,937267.0522
79,7257.738628,10883.89488,13646.07201,17758.29538,22709.45389,28151.59986,35667.79613,44536.2455,55600.40066,71601.97585,88409.01169,109801.5109,120756.889,156538.2999,182365.0082,216280.9776,262372.9205,327799.3345,399422.0857,466083.9268,552294.9446,690126.3224,806504.4697,958422.4508
80,7542.544454,11267.18556,14055.51894,18231.76352,23269.61439,28795.97247,36451.63186,45495.65235,56776.33567,73098.94083,90226.08333,112061.3716,123238.827,159730.6754,186109.9227,220762.0612,267869.9446,334762.2325,407986.06,476111.467,564229.4691,705273.0136,824344.7915,979804.4752
81,7828.213078,11651.92559,14466.53393,18707.17755,23832.28129,29443.39456,37239.52754,46460.49788,57959.48838,74605.91382,92055.96014,114338.1949,125739.8243,162948.8206,189886.164,225282.0413,273416.5503,341790.4914,416632.7565,486237.4537,576283.1138,720575.2902,842371.2386,1001413.125
82,8114.744502,12038.11498,14879.11696,19184.53748,24397.45459,30093.86613,38031.48318,47430.7821,59149.85879,76122.89479,93898.64212,116631.9809,128259.8809,166192.7354,193693.732,229840.9177,279012.7379,348884.1112,425362.1754,496461.8867,588455.8786,736033.1524,860583.8109,1023248.401
83,8402.138724,12425.75372,15293.26805,19663.8433,24965.13429,30747.38717,38827.49876,48406.50499,60347.44688,77649.88376,95754.12929,118942.7296,130798.9966,169462.4198,197532.6269,234438.6905,284658.5071,356043.0918,434174.3165,506784.7662,600747.7635,751646.6,878982.5085,1045310.303
84,8690.395744,12814.84181,15708.98718,20145.09502,25535.32039,31403.95768,39627.57431,49387.66657,61552.25268,79186.88073,97622.42163,121270.4408,133357.1716,172757.8738,201402.8485,239075.3597,290353.8582,363267.4333,443069.1801,517206.092,613158.7686,767415.6332,897567.3313,1067598.83
85,8979.515564,13205.37925,16126.27437,20628.29263,26108.01289,32063.57767,40431.7098,50374.26682,62764.27616,80733.88569,99503.51914,123615.1148,135934.4058,176079.0975,205304.397,243750.9253,296098.7909,370557.1356,452046.7659,527725.8643,625688.8939,783340.2519,916338.2793,1090113.983
86,9269.498182,13597.36605,16545.1296,21113.43613,26683.21179,32726.24714,41239.90525,51366.30576,63983.51734,82290.89864,101397.4218,125976.7513,138530.6992,179426.0909,209237.2723,248465.3872,301893.3055,377912.1988,461107.0741,538344.083,638338.1393,799420.456,935295.3526,1112855.762
87,9560.343599,13990.80219,16965.55289,21600.52553,27260.91709,33391.96608,42052.16064,52363.78338,65209.97622,83857.91959,103304.1297,128355.3505,141146.0519,182798.8538,213201.4743,253218.7455,307737.4017,385332.6228,470250.1046,549060.748,651106.5049,815656.2457,954438.5511,1135824.166
88,9852.051815,14385.68769,17387.54422,22089.56083,27841.12878,34060.7345,42868.476,53366.69967,66443.65279,85434.94853,105223.6428,130750.9124,143780.4638,186197.3865,217197.0032,258011.0002,313631.0798,392818.4077,479475.8574,559875.8595,663993.9906,832047.6209,973767.8748,1159019.197
89,10144.62283,14782.02254,17811.1036,22580.54202,28423.84688,34732.5524,43688.8513,54375.05465,67684.54705,87021.98547,107155.961,133163.4369,146433.9349,189621.6887,221223.8588,262842.1512,319574.3395,400369.5534,488784.3326,570789.4174,677000.5964,848594.5816,993283.3238,1182440.853
90,10438.05664,15179.80675,18236.23104,23073.4691,29009.07138,35407.41977,44513.28656,55388.84831,68932.65901,88619.0304,109101.0844,135592.924,149106.4652,193071.7606,225282.0413,267712.1987,325567.1811,407986.06,498175.5301,581801.4217,690126.3224,865297.1277,1012984.898,1206089.134
91,10732.35325,15579.04031,18662.92652,23568.34208,29596.80228,36085.33662,45341.78177,56408.08064,70187.98867,90226.08333,111059.0129,138039.3738,151798.0547,196547.6021,229371.5505,272621.1425,331609.6043,415667.9274,507649.4499,592911.8724,703371.1686,882155.2594,1032872.597,1229964.042
92,11027.51267,15979.72321,19091.19005,24065.16095,30187.03957,36766.30294,46174.33694,57432.75166,71450.53601,91843.14424,113029.7467,140502.7862,154508.7035,200049.2133,233492.3866,277568.9827,337701.6093,423415.1557,517206.092,604120.7695,716735.1349,899168.9766,1052946.422,1254065.575
93,11323.53488,16381.85548,19521.02163,24563.92572,30779.78327,37450.31874,47010.95206,58462.86136,72720.30106,93470.21316,115013.2856,142983.1612,157238.4115,203576.5941,237644.5495,282555.7192,343843.1961,431227.7448,526845.4565,615428.113,730218.2214,916338.2793,1073206.372,1278393.734
94,11620.41988,16785.43709,19952.42127,25064.63639,31375.03336,38137.38401,47851.62713,59498.40974,73997.28379,95107.29007,117009.6297,145480.4989,159987.1787,207129.7445,241828.0391,287581.3522,350034.3646,439105.6948,536567.5433,626833.903,743820.428,933663.1675,1093652.447,1302948.518
95,11918.16769,17190.46806,20385.38895,25567.29294,31972.78986,38827.49876,48696.36215,60539.3968,75281.48422,96754.37497,119018.779,147994.7993,162755.0052,210708.6646,246042.8555,292645.8815,356275.1149,447049.0056,546372.3524,638338.1393,757541.7548,951143.6412,1114284.648,1327729.929
96,12216.7783,17596.94837,20819.92468,26071.8954,32573.05275,39520.66299,49545.15713,61585.82253,76572.90235,98411.46786,121040.7335,150526.0622,165541.8908,214313.3543,250288.9988,297749.3072,362565.4469,455057.6773,556259.8839,649940.822,771382.2017,968779.7004,1135102.973,1352737.965
97,12516.2517,18004.87805,21256.02846,26578.44374,33175.82205,40216.87669,50398.01206,62637.68695,77871.53817,100078.5688,123075.4931,153074.2879,168347.8357,217943.8137,254566.4688,302891.6292,368905.3607,463131.7098,566230.1377,661641.9512,785341.7688,986571.3452,1156107.424,1377972.627
98,12816.5879,18414.25707,21693.7003,27086.93798,33781.09774,40916.13987,51254.92694,63694.99005,79177.39168,101755.6776,125123.0579,155639.4761,171172.8398,221600.0427,258875.2657,308072.8477,375294.8562,471271.1032,576283.1138,673441.5267,799420.456,1004518.575,1177298,1403433.914
99,13117.78691,18825.08544,22132.94018,27597.37812,34388.87984,41618.45253,52115.90178,64757.73183,80490.46289,103442.7945,127183.4279,158221.627,174016.9032,225282.0413,263215.3893,313292.9625,381733.9334,479475.8574,586418.8122,685339.5487,813618.2634,1022621.391,1198674.702,1429121.828
100,13419.84871,19237.36317,22573.74811,28109.76415,34999.16833,42323.81466,52980.93657,65825.91229,81810.75179,105139.9194,129256.603,160820.7406,176880.0257,228989.8096,267586.8398,318551.9737,388222.5924,487745.9725,596637.233,697336.017,827935.1909,1040879.792,1220237.528,1455036.367
101,13722.77331,19651.09025,23016.12409,28624.09608,35611.96322,43032.22626,53850.03131,66899.53143,83138.25839,106847.0523,131342.5834,163436.8168,179762.2075,232723.3475,271989.617,323849.8813,394760.8332,496081.4485,606938.3761,709430.9318,842371.2386,1059293.779,1241986.48,1481177.531
102,14026.5607,20066.26668,23460.06812,29140.3739,36227.26452,43743.68734,54723.18601,67978.58926,84472.98268,108564.1931,133441.3689,166069.8556,182663.4485,236482.655,276423.721,329186.6852,401348.6557,504482.2853,617322.2415,721624.293,856926.4065,1077863.351,1263921.557,1507545.322
103,14331.2109,20482.89247,23905.5802,29658.59761,36845.07221,44458.1979,55600.40066,69063.08576,85814.92467,110291.342,135552.9596,168719.8571,185583.7488,240267.7322,280889.1519,334562.3855,407986.06,512948.4829,627788.8292,733916.1005,871600.6945,1096588.509,1286042.759,1534139.738
104,14636.7239,20900.96761,24352.66033,30178.76722,37465.3863,45175.75794,56481.67526,70153.02094,87164.08435,112028.4988,137677.3554,171386.8212,188523.1082,244078.579,285385.9095,339976.9822,414673.046,521480.0414,638338.1393,746306.3545,886394.1026,1115469.252,1308350.087,1560960.78
105,14943.09969,21320.4921,24801.30851,30700.88273,38088.20679,45896.36744,57367.00982,71248.3948,88520.46172,113775.6637,139814.5565,174070.7479,191481.5269,247915.1955,289913.994,345430.4753,421409.6137,530076.9607,648970.1717,758795.0549,901306.6309,1134505.581,1330843.54,1588008.448
106,15250.33828,21741.46594,25251.52474,31224.94413,38713.53368,46620.02643,58256.40433,72349.20734,89884.05679,115532.8365,141964.5627,176771.6373,194459.0048,251777.5816,294473.4052,350922.8648,428195.7632,538739.2409,659684.9264,771382.2017,916338.2793,1153697.495,1353523.118,1615282.741
