bvets vehicle performance table 0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,P1,Q12,P23,Q34,P45,Q56,P67,Q78,P89,Q910,P1011Q11,WF1,WF2,WF3,WF4
20,113.8461538,141.1864407,170,190,200,230,250,300,330,383.56762,448.2292337,506.1157025,556.9597371,405.7377049,482.8009828,525.0050312,650.0460575,764.4827586,945.4545455,1372.941176,2134.04908,12703.89316,12703.89316,9349.321722,9196.067394,11377.92481,11852.56198,16578.44991
21,110.9090909,137.032419,164.0677966,182.9479034,192.3753666,220.6654991,238.9705882,285.1703407,311.9210926,360,415.406389,461.221374,503.963964,396.1165049,469.8461538,509.3468394,626.9727983,731.1407161,895.6521739,1261.431871,1870.212766,12703.89316,12703.89316,9349.321722,9196.067394,11377.92481,11852.56198,16578.44991
22,108.0597015,133.0342577,158.3610451,176.1825726,185.1216023,211.793339,228.5714286,271.2621359,295.1841029,338.4581303,386.1838334,422.6950355,459.3918452,386.7412141,457.3004543,494.2867282,605.0428997,700,850,1165.096257,1661.214953,11700,12703.89316,9349.321722,9196.067394,11377.92481,11852.56198,16578.44991
23,105.2941176,129.1833467,152.8671329,169.6868646,178.2122905,203.35,218.75,258.1920904,279.6449704,318.6915888,360,389.2715232,421.3828425,377.6025237,445.1448041,479.7910731,584.1734302,670.8495713,808,1081.034483,1491.567897,6042.857143,11700,9349.321722,9196.067394,11377.92481,11852.56198,16578.44991
24,102.6086957,125.4716981,147.5743707,163.4449761,171.6234652,195.3051261,209.4594595,245.8866545,265.179543,300.4895961,336.4043396,360,388.5867621,368.6915888,433.3612917,465.8287241,564.2892893,643.5045317,769.2307692,1007.041364,1351.114206,4053.103448,6042.857143,9349.321722,9196.067394,11377.92481,11852.56198,16578.44991
25,100,121.8918919,142.4719101,157.4423152,165.3333333,187.6311606,200.6578947,234.2806394,251.6802524,283.6734694,315.0311782,334.1520468,360,360,421.9330855,452.3707817,545.3223046,617.8021978,733.3333333,941.4101291,1232.915361,3037.5,4053.103448,9349.321722,9196.067394,11377.92481,11852.56198,16578.44991
26,97.46478873,118.4370258,137.5496689,151.6653876,159.3220339,180.3030303,192.3076923,223.3160622,239.0534351,268.0907372,295.58063,311.160221,334.8610383,351.5197568,410.844354,439.3903974,527.2104509,593.598862,700,882.7991353,1132.07024,2421.338912,3037.5,9349.321722,9196.067394,11377.92481,11852.56198,16578.44991
27,95,115.1006711,132.7982646,146.1016949,153.5714286,173.2978723,184.375,212.9411765,227.2171555,253.6105033,277.8044391,290.5759162,312.5816024,343.2432432,400.0801925,426.862595,509.8971722,570.7671044,668.9655172,830.1391863,1045.01845,2007.692308,2421.338912,9349.321722,9196.067394,11377.92481,11852.56198,16578.44991
28,92.60273973,111.8768328,128.2089552,140.739645,148.0649189,166.5947955,176.8292683,203.1096563,216.0994264,240.1197605,261.4953271,272.039801,292.7000468,335.1632047,389.626556,414.76411,493.3307927,549.1935484,640,782.5677167,969.1112134,1710.810811,2007.692308,9349.321722,9196.067394,11377.92481,11852.56198,16578.44991
29,90.27027027,108.7599135,123.7735849,135.5684708,142.7872861,160.1746725,169.6428571,193.7799043,205.6367432,227.520436,246.4788732,255.2606635,274.8490231,327.2727273,379.4701987,403.0732457,477.4640006,528.7769784,612.9032258,739.3811761,902.3371565,1487.368421,1710.810811,9349.321722,9196.067394,11377.92481,11852.56198,16578.44991
30,88,105.7446809,119.4845361,130.5781585,137.7245509,154.0199572,162.7906977,184.9144635,195.7728707,215.727003,232.607252,240,258.7325729,319.5652174,369.5986172,391.7697431,462.2533976,509.4267516,587.5,700,843.1414574,1313.114754,1487.368421,5262.089552,9196.067394,11377.92481,11852.56198,16578.44991
31,85.78947368,102.8262387,115.3346856,125.7593827,132.8638498,148.1145251,156.25,176.4795144,186.4578313,204.6645367,219.7543501,226.0606061,244.109589,312.034384,360,380.8346639,447.6591023,491.0614525,563.6363636,663.9424503,790.3032644,1173.417722,1313.114754,3350.997398,9196.067394,11377.92481,11852.56198,16578.44991
32,83.63636364,100,111.3173653,121.1034483,128.1933257,142.4435318,150,168.4444444,177.6470588,194.2671212,207.8119215,213.2780083,230.7816712,304.674221,350.6631795,370.2502844,433.6444008,473.6077482,541.1764706,630.8048104,742.8505958,1058.925144,1173.417722,2453.307839,9196.067394,11377.92481,11852.56198,16578.44991
33,81.53846154,100,107.4263261,116.602238,123.7020316,136.9932886,144.0217391,160.7814761,169.3006848,184.4765343,196.6865316,201.5139442,218.5840708,297.4789916,341.5775894,360,420.1754386,456.9994093,520,600.2462043,700,963.3802817,1058.925144,1931.879093,9196.067394,11377.92481,11852.56198,16578.44991
34,79.49367089,100,103.655706,112.2481654,119.379845,131.7511521,138.2978723,153.4653465,161.3829357,175.2411576,186.2971073,190.651341,207.3788468,290.4432133,332.7332242,350.0682379,407.2209475,441.1764706,500,571.9768284,661.1129596,882.4390244,963.3802817,1591.137026,6890.271399,6341.935484,11852.56198,16578.44991
35,77.5,100,100,108.0341319,115.2173913,126.7054264,132.8125,146.473029,153.8616203,166.5150654,176.5729585,180.5904059,197.0496261,283.5616438,324.120603,340.4403784,394.7520032,426.084507,481.0810811,545.748731,625.6638575,812.9909366,882.4390244,1351.033014,3944.458371,4083.212435,11852.56198,8883.72093
36,75.55555556,100,100,103.9534884,111.2059765,121.8452758,127.5510204,139.7834912,146.7076923,158.2572614,167.4521673,171.2455516,187.4975466,276.8292683,315.7307352,331.1026829,382.7418097,411.6740088,463.1578947,521.348521,593.2160804,752.7503526,812.9909366,1172.718837,2765.148349,3014.198473,11852.56198,5800
37,73.65853659,100,100,100,107.3375262,117.1606476,122.5,133.3774834,139.8948752,150.4310345,158.8802684,162.5429553,178.6380832,270.2412869,307.5550892,322.0422288,371.1655071,397.8998384,446.1538462,498.5915493,563.4039445,700,752.7503526,1035.061661,2129.901945,2390.876133,10036.92308,4310.11236
38,71.80722892,100,100,100,103.6045314,112.6422018,117.6470588,127.2373541,133.3993399,143.003413,150.8091603,154.4186047,170.3985397,263.7931034,299.5855638,313.2468495,360,384.7207587,430,477.3172268,535.9188544,653.4246575,700,925.5793358,1732.789969,1982.6,5460,3432.142857
39,70,100,100,100,100,108.28125,112.9807692,121.3468869,127.1994266,135.9447005,143.1962025,146.8167203,162.7160494,257.480315,291.8144611,304.7050801,349.2238034,372.0990201,414.6341463,457.3852295,510.4985813,612,653.4246575,836.4249052,1461.04499,1694.45629,3760,2853.333333
40,68.23529412,100,100,100,100,104.0696988,108.490566,115.6911582,121.2754029,129.2280789,136.0034619,139.6884735,155.5359682,251.2987013,284.2344618,296.4061075,338.8169048,360,400,438.6723999,486.9188696,574.916388,612,762.4178068,1263.393502,1480.223048,2873.043478,2443.037975
41,66.51162791,100,100,100,100,100,104.1666667,110.2564103,115.6092545,122.8292683,129.1970803,132.9909366,148.8105727,245.2442159,276.8386023,288.3397245,328.7606405,348.3918852,386.0465116,421.0701992,464.9868041,541.5254237,574.916388,700,1113.167795,1314.695222,2328.421053,2137.016575
42,64.82758621,100,100,100,100,100,100,105.0299401,110.1845018,116.726233,122.746742,126.686217,142.4979984,239.3129771,269.6202532,280.4962883,319.0375834,337.2453928,372.7272727,404.4826014,444.5355191,511.3017154,541.5254237,646.6468843,995.1269036,1182.95858,1960,1900
43,63.18181818,100,100,100,100,100,100,100,104.9860404,110.8989287,116.625222,120.7407407,136.5613672,233.5012594,262.5730994,272.866682,309.6314426,326.5335235,360,388.8243403,425.419946,483.8150289,511.3017154,600.5174939,899.9285281,1075.624161,1694.177215,1711.013216
44,61.57303371,100,100,100,100,100,100,100,100,105.3290822,110.8080021,115.1246537,130.9680664,227.8054863,255.6911222,265.4422789,300.5269719,316.2313433,347.826087,374.0194435,407.5133659,458.7096774,483.8150289,560.2377686,821.5271118,986.4864865,1493.333333,1556.8
45,60,100,100,100,100,100,100,100,100,100,105.2729424,109.8113208,125.6891496,222.2222222,248.9685814,258.2149101,291.7098879,306.3157895,336.1702128,360,390.7045981,435.6890459,458.7096774,524.7613588,755.8375233,911.2797282,1336.237624,1428.571429
46,60,100,100,100,100,100,100,100,100,100,100,104.7769029,120.6988353,216.7481663,242.4,251.1768349,283.1667948,296.7654987,325,346.7051183,374.8956885,414.5038168,435.6890459,493.2774246,700,846.9747899,1210,1320.27027
47,60,100,100,100,100,100,100,100,100,100,100,100,115.9740861,211.3801453,235.9801489,244.3207127,274.8851165,287.5606528,314.2857143,334.0800425,360,394.9429038,414.5038168,465.1479063,651.952749,791.3614104,1106.341463,1227.586207
48,60,100,100,100,100,100,100,100,100,100,100,100,111.4942529,206.1151079,229.7040331,237.6395775,266.8530351,278.6828423,304,322.0753984,345.9406241,376.8263943,394.9429038,439.8638298,610.1717713,742.7889908,1019.701493,1147.368421
49,60,100,100,100,100,100,100,100,100,100,100,100,107.2407733,200.9501188,223.566879,231.1268145,259.0594345,270.1149425,294.1176471,310.6465481,332.6490522,360,376.8263943,417.0142345,573.5062497,700,946.2068966,1077.260274
50,60,100,100,100,100,100,100,100,100,100,100,100,103.1969145,195.8823529,217.5641218,224.7761382,251.4938489,261.8410042,284.6153846,299.7530356,320.0640597,344.3306511,360,396.2636635,541.0709117,662.019544,883.0769231,1015.463918
51,60,100,100,100,100,100,100,100,100,100,100,100,99.34755332,190.9090909,211.6913947,218.5815721,244.146416,253.8461538,275.4716981,289.3581081,308.1307628,329.7029703,344.3306511,377.3355853,512.1736156,628.080185,828.2634731,960.5839416
52,60,100,100,100,100,100,100,100,100,100,100,100,95.67898713,186.0277136,205.9445178,212.5374298,237.0078345,246.1165049,266.6666667,279.4283018,296.7998184,316.0164271,329.7029703,360,486.2654076,597.5695461,780.2247191,911.5207373
53,60,100,100,100,100,100,100,100,100,100,100,100,92.17877095,181.2356979,200.3194888,206.6382979,230.0693241,238.6390768,258.1818182,269.9330821,286.0267422,303.1830239,316.0164271,344.0640466,462.9053151,569.9930314,737.7777778,867.3960613
54,60,100,100,100,100,100,100,100,100,100,100,100,88.83557636,176.5306122,194.8124731,200.8790197,223.3225901,231.4017228,250,260.8445298,275.7713249,291.1254019,303.1830239,329.3647981,441.7350405,544.9468085,700,827.5
55,60,100,100,100,100,100,100,100,100,100,100,100,85.63906906,171.9101124,189.4197952,195.25468,216.75979,224.3930636,242.1052632,252.1370671,265.9971306,279.7752809,291.1254019,315.7636706,422.4604537,522.0979021,666.1611374,791.2524851
56,60,100,100,100,100,100,100,100,100,100,100,100,82.57980213,167.3719376,184.137931,189.7605915,210.3735031,217.6024279,234.4827586,243.7872171,256.6710646,269.0721649,279.7752809,303.142041,404.8378427,501.1693057,635.6756757,758.1749049
57,60,100,100,100,100,100,100,100,100,100,100,100,79.64912281,162.9139073,178.9634996,184.3922812,204.1567028,211.0197983,227.1186441,235.7733927,247.7629988,258.9622642,269.0721649,291.3977776,388.6635549,481.9286967,608.0686695,727.8688525
58,60,100,100,100,100,100,100,100,100,100,100,100,76.83909075,158.5339168,173.8932561,179.1454789,198.1027302,204.6357616,220,228.0757098,239.2454467,249.3975904,258.9622642,280.4424707,373.7660909,464.1797753,582.9508197,700
59,60,100,100,100,100,100,100,100,100,100,100,100,74.14240617,154.2299349,168.9240852,174.0161053,192.2052711,198.4414643,213.1147541,220.6758227,231.0932798,240.3351955,249.3975904,270.1992032,360,447.7555435,560,674.2857143
60,60,100,100,100,100,100,100,100,100,100,100,100,71.55234657,150,164.0529945,169.0002617,186.4583333,192.4285714,206.4516129,213.5567784,223.2834806,231.7365269,240.3351955,260.6007415,347.2411156,432.5130344,538.9473684,650.4854369
61,60,100,100,100,100,100,100,100,100,100,100,100,69.06271072,150,159.2771084,164.0942203,180.8562269,186.5892291,200,206.7028867,215.7949249,223.566879,231.7365269,251.5880584,335.3827992,418.3291394,519.566787,628.3931357
62,60,100,100,100,100,100,100,100,100,100,100,100,66.66776914,150,154.593663,159.2944146,175.393545,180.9160305,193.75,200.0996048,208.6081914,215.7949249,223.566879,243.1091181,324.3329532,405.0972763,501.6666667,607.8313253
63,60,100,100,100,100,100,100,100,100,100,100,100,64.36222006,150,150,154.5974308,170.0651466,175.4019843,187.6923077,193.7334343,201.7053933,208.3923155,215.7949249,235.1178707,314.0116239,392.7247059,485.083612,588.6462882
64,60,100,100,100,100,100,100,100,100,100,100,100,62.14115023,150,150,150,164.8661404,170.0404858,181.8181818,187.5918291,195.07003,201.3333333,208.3923155,227.5734158,304.3490637,381.1303555,469.6774194,570.7042254
65,60,100,100,100,100,100,100,100,100,100,100,100,60,150,150,150,159.7918698,164.8252912,176.119403,181.663113,188.6868549,194.5945946,201.3333333,220.4393018,295.2841534,370.2430402,455.3271028,553.888131
66,60,100,100,100,100,100,100,100,100,100,100,100,60,150,150,150,154.837899,159.7504924,170.5882353,175.9364053,182.5417589,188.15479,194.5945946,213.6829377,286.7631073,360,441.9277108,538.0952381
67,60,100,100,100,100,100,100,100,100,100,100,100,60,150,150,150,150,154.8104956,165.2173913,170.4015544,176.6216661,181.9944598,188.15479,207.2750946,278.738406,350.3456893,429.3877551,523.2349166
68,60,100,100,100,100,100,100,100,100,100,100,100,60,150,150,150,150,150,160,165.0490778,170.9144409,176.0957976,181.9944598,201.1894832,271.1679091,341.2307692,417.6271186,509.2269327
69,60,100,100,100,100,100,100,100,100,100,100,100,60,150,150,150,150,150,154.9295775,159.8701077,165.408805,170.4424779,176.0957976,195.4023937,264.0141156,332.6112643,406.5753425,496
70,60,100,100,100,100,100,100,100,100,100,100,100,60,150,150,150,150,150,150,154.856342,160.0942631,165.0195059,170.4424779,189.8923865,257.2435419,324.4478528,396.1702128,483.490566
71,60,100,100,100,100,100,100,100,100,100,100,100,60,150,150,150,150,150,150,150,154.9610358,159.8130841,165.0195059,184.640027,250.8261984,316.7052671,386.3565891,471.641791
72,60,100,100,100,100,100,100,100,100,100,100,100,60,150,150,150,150,150,150,150,150,154.8104956,159.8130841,179.6276567,244.7351451,309.3517844,377.0854271,460.4026846
73,60,100,100,100,100,100,100,100,100,100,100,100,60,150,150,150,150,150,150,150,150,150,154.8104956,174.8391946,238.9461136,302.3587922,368.3129584,449.7273719
74,60,100,100,100,100,100,100,100,100,100,100,100,60,150,150,150,150,150,150,150,150,150,150,170.2599653,233.4371839,295.7004161,360,439.5744681
75,60,100,100,100,100,100,100,100,100,100,100,100,60,150,150,150,150,150,150,150,150,150,150,165.8765483,228.1885072,289.3532001,352.1113689,429.9065421
76,60,100,100,100,100,100,100,100,100,100,100,100,60,150,150,150,150,150,150,150,150,150,150,161.6766467,223.1820667,283.2958306,344.6153846,420.6896552
77,60,100,100,100,100,100,100,100,100,100,100,100,60,150,150,150,150,150,150,150,150,150,150,157.6489723,218.4014712,277.5088968,337.4834437,411.8929633
78,60,100,100,100,100,100,100,100,100,100,100,100,60,150,150,150,150,150,150,150,150,150,150,153.7831442,213.8317757,271.9746835,330.6896552,403.4883721
79,60,100,100,100,100,100,100,100,100,100,100,100,60,150,150,150,150,150,150,150,150,150,150,150.069599,209.4593253,266.6769898,324.2105263,395.450237
80,60,100,100,100,100,100,100,100,100,100,100,100,60,150,150,150,150,150,150,150,150,150,150,146.4995125,205.2716191,261.6009703,318.0246914,387.755102
81,60,100,100,100,100,100,100,100,100,100,100,100,60,150,150,150,150,150,150,150,150,150,150,143.0647292,201.2571906,256.7329967,312.1126761,380.3814714
82,60,100,100,100,100,100,100,100,100,100,100,100,60,150,150,150,150,150,150,150,150,150,150,139.7577004,197.4055031,252.0605355,306.4566929,373.3096085
83,60,100,100,100,100,100,100,100,100,100,100,100,60,150,150,150,150,150,150,150,150,150,150,136.5714286,193.7068572,247.5720399,301.0404624,366.5213601
84,60,100,100,100,100,100,100,100,100,100,100,100,60,150,150,150,150,150,150,150,150,150,150,133.4994181,190.1523091,243.2568551,295.8490566,360
85,60,100,100,100,100,100,100,100,100,100,100,100,60,150,150,150,150,150,150,150,150,150,150,130.5356311,186.7335988,239.1051331,290.8687616,353.7300922
86,60,100,100,100,100,100,100,100,100,100,100,100,60,150,150,150,150,150,150,150,150,150,150,127.6744476,183.4430856,235.1077586,286.0869565,347.6973684
87,60,100,100,100,100,100,100,100,100,100,100,100,60,150,150,150,150,150,150,150,150,150,150,124.9106303,180.2736915,231.2562814,281.4920071,341.8886199
88,60,100,100,100,100,100,100,100,100,100,100,100,60,150,150,150,150,150,150,150,150,150,150,122.2392922,177.21885,227.5428571,277.0731707,336.2916006
89,60,100,100,100,100,100,100,100,100,100,100,100,60,150,150,150,150,150,150,150,150,150,150,119.655868,174.2724608,223.9601939,272.8205128,330.8949416
90,60,100,100,100,100,100,100,100,100,100,100,100,60,150,150,150,150,150,150,150,150,150,150,117.1560883,171.4288492,220.5015045,268.7248322,325.6880734
91,60,100,100,100,100,100,100,100,100,100,100,100,60,150,150,150,150,150,150,150,150,150,150,114.7359553,168.6827299,217.1604634,264.7775947,320.661157
92,60,100,100,100,100,100,100,100,100,100,100,100,60,150,150,150,150,150,150,150,150,150,150,112.3917223,166.0291734,213.9311682,260.9708738,315.8050222
93,60,100,100,100,100,100,100,100,100,100,100,100,60,150,150,150,150,150,150,150,150,150,150,110.1198738,163.4635775,210.8081049,257.2972973,311.1111111
94,60,100,100,100,100,100,100,100,100,100,100,100,60,150,150,150,150,150,150,150,150,150,150,107.9171083,160.9816397,207.7861163,253.75,306.5714286
95,60,100,100,100,100,100,100,100,100,100,100,100,60,150,150,150,150,150,150,150,150,150,150,105.7803218,158.5793339,204.8603739,250.3225806,302.1784961
96,60,100,100,100,100,100,100,100,100,100,100,100,60,150,150,150,150,150,150,150,150,150,150,103.7065938,156.2528882,202.0263517,247.0090634,297.9253112
97,60,100,100,100,100,100,100,100,100,100,100,100,60,150,150,150,150,150,150,150,150,150,150,101.6931735,153.9987652,199.2798032,243.8038633,293.8053097
98,60,100,100,100,100,100,100,100,100,100,100,100,60,150,150,150,150,150,150,150,150,150,150,99.7374677,151.8136439,196.6167401,240.7017544,289.8123324
99,60,100,100,100,100,100,100,100,100,100,100,100,60,150,150,150,150,150,150,150,150,150,150,97.83702999,149.6944039,194.0334129,237.6978417,285.9405941
100,60,100,100,100,100,100,100,100,100,100,100,100,60,150,150,150,150,150,150,150,150,150,150,95.98955019,147.6381098,191.5262933,234.7875354,282.1846554
101,60,100,100,100,100,100,100,100,100,100,100,100,60,150,150,150,150,150,150,150,150,150,150,94.19284511,145.6419983,189.0920581,231.9665272,278.5393978
102,60,100,100,100,100,100,100,100,100,100,100,100,60,150,150,150,150,150,150,150,150,150,150,92.44484995,143.7034655,186.7275748,229.2307692,275
103,60,100,100,100,100,100,100,100,100,100,100,100,60,150,150,150,150,150,150,150,150,150,150,90.74361035,141.8200553,184.4298874,226.5764547,271.5619166
104,60,100,100,100,100,100,100,100,100,100,100,100,60,150,150,150,150,150,150,150,150,150,150,89.08727515,139.9894496,182.1962051,224,268.2208589
105,60,100,100,100,100,100,100,100,100,100,100,100,60,150,150,150,150,150,150,150,150,150,150,87.47408961,138.2094585,180.0238901,221.4980289,264.9727768
106,60,100,100,100,100,100,100,100,100,100,100,100,60,150,150,150,150,150,150,150,150,150,150,85.90238927,136.4780113,177.9104478,219.0673575,261.8138425
107,60,100,100,100,100,100,100,100,100,100,100,100,60,150,150,150,150,150,150,150,150,150,150,84.37059416,134.793149,175.8535168,216.7049808,258.7404356
108,60,100,100,100,100,100,100,100,100,100,100,100,60,150,150,150,150,150,150,150,150,150,150,82.87720356,133.1530165,173.8508604,214.4080605,255.7491289
109,60,100,100,100,100,100,100,100,100,100,100,100,60,150,150,150,150,150,150,150,150,150,150,81.42079105,131.5558558,171.9003586,212.173913,252.8366762
110,60,100,100,100,100,100,100,100,100,100,100,100,60,150,150,150,150,150,150,150,150,150,150,80,130,170,210,250
111,60,100,100,100,100,100,100,100,100,100,100,100,60,150,150,150,150,150,150,150,150,150,150,80,128.4838672,168.1478757,207.8839178,247.2361809
112,60,100,100,100,100,100,100,100,100,100,100,100,60,150,150,150,150,150,150,150,150,150,150,80,127.0059554,166.3421722,205.823389,244.5424476
113,60,100,100,100,100,100,100,100,100,100,100,100,60,150,150,150,150,150,150,150,150,150,150,80,125.5648372,164.5811659,203.8162544,241.9161677
114,60,100,100,100,100,100,100,100,100,100,100,100,60,150,150,150,150,150,150,150,150,150,150,80,124.1591556,162.8632176,201.8604651,239.3548387
115,60,100,100,100,100,100,100,100,100,100,100,100,60,150,150,150,150,150,150,150,150,150,150,80,122.7876192,161.186767,199.9540758,236.8560807
116,60,100,100,100,100,100,100,100,100,100,100,100,60,150,150,150,150,150,150,150,150,150,150,80,121.448999,159.5503286,198.0952381,234.4176285
117,60,100,100,100,100,100,100,100,100,100,100,100,60,150,150,150,150,150,150,150,150,150,150,80,120.1421241,157.9524868,196.2821948,232.037325
118,60,100,100,100,100,100,100,100,100,100,100,100,60,150,150,150,150,150,150,150,150,150,150,80,118.8658784,156.3918919,194.5132743,229.7131148
119,60,100,100,100,100,100,100,100,100,100,100,100,60,150,150,150,150,150,150,150,150,150,150,80,117.6191975,154.8672566,192.7868852,227.443038
